Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.6928  1.2891    -5.2847 -6.3623
      1  -6.9468  1.0447    -8.0678 -5.9621
      2  -6.5132  1.0037    -7.3289 -5.2694
      3  -6.3232  0.9893    -7.0317 -4.9127
      4  -5.8385  1.3535    -6.9190 -2.6132
      5  -5.0854  1.7535    -7.3207 -1.2291
      6  -4.0301  2.1556    -8.1258 -0.5467
      7  -3.9414  1.9930    -7.4103 -0.5806
      8  -3.8811  1.8592    -6.5646 -0.6163
      9  -2.7778  1.9823    -6.7969 -0.2894
     10  -2.0714  1.8767    -6.4713 -0.1855
     11  -4.3075  2.7202    -8.9176 -0.4219
     12  -4.4507  2.7185    -8.9528 -0.4536
     13  -4.4104  2.7162    -8.9418 -0.4456
     14  -4.4471  2.7129    -8.9491 -0.4559
     15  -4.4122  2.7053    -8.9348 -0.4508
     16  -4.4162  2.7015    -8.9336 -0.4551
     17  -4.4608  2.7102    -8.9503 -0.4616
     18  -4.5023  2.7114    -8.9606 -0.4704
     19  -4.5437  2.7091    -8.9686 -0.4808

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0990  0.0604     0.0001  0.1896
      1   0.0965  0.0614     0.0001  0.1893
      2   0.0935  0.0622     0.0001  0.1888
      3   0.0912  0.0625     0.0001  0.1884
      4   0.0474  0.0482     0.0000  0.1484
      5   0.0131  0.0140     0.0000  0.0380
      6   0.0048  0.0043     0.0000  0.0093
      7   0.0059  0.0041     0.0000  0.0104
      8   0.0067  0.0037     0.0000  0.0109
      9   0.0058  0.0030     0.0000  0.0067
     10   0.0059  0.0028     0.0000  0.0067
     11   0.0004  0.0014     0.0000  0.0001
     12   0.0001  0.0002     0.0000  0.0001
     13   0.0001  0.0003     0.0000  0.0001
     14   0.0001  0.0003     0.0000  0.0001
     15   0.0001  0.0005     0.0000  0.0001
     16   0.0002  0.0006     0.0000  0.0001
     17   0.0001  0.0002     0.0000  0.0001
     18   0.0001  0.0003     0.0000  0.0001
     19   0.0001  0.0004     0.0000  0.0001

