Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6119  2.7300    -9.0003 -0.4849
      1  -2.0651  1.3561    -4.1101 -0.2247
      2  -3.0852  0.8581    -4.2002 -2.1567
      3  -2.5314  0.6347    -3.1815 -2.0498
      4  -2.8179  0.5602    -3.3659 -2.5162
      5  -2.6599  0.5276    -3.0879 -2.4141
      6  -2.6175  0.4055    -2.8962 -2.4155
      7  -2.6478  0.2961    -2.8962 -2.6418
      8  -2.6435  1.0787    -4.3222 -1.8892
      9  -2.8527  1.9506    -7.9032 -0.8856
     10  -2.5469  1.5880    -6.8306 -1.0010
     11  -2.3461  1.2561    -4.7823 -1.0816
     12  -2.2297  0.9956    -3.2394 -1.1210
     13  -2.3039  0.8091    -3.1314 -1.5340
     14  -2.3357  0.6536    -3.0897 -1.7641
     15  -2.3663  0.5396    -3.0763 -1.9128
     16  -2.3968  0.4567    -3.0780 -2.0345
     17  -2.3462  0.3799    -2.8969 -2.0167
     18  -2.3103  0.3233    -2.8514 -2.0032
     19  -2.2060  0.3659    -2.7604 -1.8815
     20  -2.2321  0.3105    -2.7679 -1.9435
     21  -2.2552  0.2714    -2.7783 -2.0237
     22  -2.2265  0.2389    -2.6688 -2.0063
     23  -2.1796  0.2221    -2.6198 -1.9613
     24  -2.2254  0.2112    -2.6311 -2.0915
     25  -2.2652  0.2002    -2.6384 -2.1263
     26  -2.2089  0.1982    -2.6217 -2.1149
     27  -2.1778  0.1793    -2.6042 -2.0929
     28  -2.2456  0.2136    -2.6304 -2.1200
     29  -2.2918  0.2091    -2.6411 -2.1347
     30  -2.3082  0.1868    -2.6529 -2.1460
     31  -2.3297  0.1691    -2.6788 -2.1620
     32  -2.3206  0.1532    -2.6355 -2.1596
     33  -2.3483  0.1383    -2.6474 -2.1911
     34  -2.3595  0.1240    -2.6569 -2.2200
     35  -2.3668  0.1125    -2.6596 -2.2532
     36  -2.3610  0.1032    -2.6353 -2.2468
     37  -2.3752  0.0918    -2.6382 -2.3580
     38  -2.3690  0.0834    -2.6333 -2.3368
     39  -2.3746  0.0744    -2.6338 -2.3790
     40  -2.3776  0.0680    -2.6339 -2.3821
     41  -2.3745  0.0617    -2.6312 -2.3818

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0068  0.1898
      1   0.1014  0.0589     0.0063  0.1898
      2   0.1008  0.0590     0.0057  0.1897
      3   0.1014  0.0589     0.0063  0.1898
      4   0.1021  0.0589     0.0065  0.1900
      5   0.1030  0.0586     0.0069  0.1901
      6   0.1112  0.0565     0.0127  0.1913
      7   0.1217  0.0525     0.0239  0.1926
      8   0.0328  0.0266     0.0001  0.0804
      9   0.0093  0.0094     0.0000  0.0246
     10   0.0109  0.0093     0.0000  0.0258
     11   0.0121  0.0090     0.0000  0.0264
     12   0.0127  0.0088     0.0001  0.0268
     13   0.0143  0.0093     0.0003  0.0289
     14   0.0157  0.0095     0.0007  0.0307
     15   0.0169  0.0097     0.0010  0.0322
     16   0.0181  0.0100     0.0013  0.0335
     17   0.0194  0.0101     0.0018  0.0345
     18   0.0206  0.0102     0.0024  0.0363
     19   0.0181  0.0088     0.0017  0.0315
     20   0.0192  0.0089     0.0023  0.0325
     21   0.0201  0.0090     0.0029  0.0334
     22   0.0211  0.0091     0.0038  0.0341
     23   0.0218  0.0092     0.0043  0.0349
     24   0.0221  0.0093     0.0048  0.0355
     25   0.0226  0.0093     0.0054  0.0363
     26   0.0223  0.0093     0.0051  0.0358
     27   0.0233  0.0095     0.0062  0.0375
     28   0.0202  0.0082     0.0038  0.0321
     29   0.0202  0.0083     0.0038  0.0322
     30   0.0211  0.0083     0.0048  0.0330
     31   0.0219  0.0085     0.0058  0.0338
     32   0.0226  0.0084     0.0071  0.0342
     33   0.0232  0.0087     0.0073  0.0352
     34   0.0240  0.0087     0.0076  0.0365
     35   0.0247  0.0088     0.0080  0.0375
     36   0.0254  0.0087     0.0085  0.0381
     37   0.0259  0.0089     0.0087  0.0390
     38   0.0268  0.0089     0.0093  0.0397
     39   0.0276  0.0090     0.0099  0.0404
     40   0.0282  0.0090     0.0106  0.0409
     41   0.0288  0.0090     0.0115  0.0412

