trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  182 110.00  0.00 800.00  1.00  1
  1  769 430.00  0.00 800.00 52.00  0
  2  744 420.00  0.00 800.00  6.44  1
  3  695 390.00  0.00 800.00 21.50  0
  4  693 390.00  0.00 800.00 12.90  1
  5  783 440.00  0.00 800.00 12.90  0
  6  694 390.00  0.00 800.00 17.20  0
  7  746 420.00  0.00 800.00 10.80  1
  8  746 440.00  0.00 800.00  8.60  0
  9  619 350.00  0.00 800.00  8.60  0
 10 1420 790.00  0.00 800.00 260.00  0
 11 1420 780.00  0.00 800.00 156.00  0
 12 1421 790.00  0.00 800.00 520.00  0
 13  582 330.00  0.00 800.00  6.44  1
 14  564 320.00  0.00 800.00  6.44  1
 15  529 300.00  0.00 800.00  8.60  1
 16  583 330.00  0.00 800.00  8.60  1
 17  837 470.00  0.00 800.00 12.90  0
 18  819 460.00  0.00 800.00 12.90  0
 19  691 390.00  0.00 800.00  8.60  0
 20  636 360.00  0.00 800.00  6.44  1
 21  565 320.00  0.00 800.00  8.60  1
 22  818 460.00  0.00 800.00 10.80  0
 23  781 440.00  0.00 800.00  8.60  0
 24  781 450.00  0.00 800.00  6.44  1
 25  781 450.00  0.00 800.00  6.44  1
 26  727 410.00  0.00 800.00  8.60  0
 27  799 450.00  0.00 800.00  8.60  0
 28  817 460.00  0.00 800.00  8.60  1
 29  745 420.00  0.00 800.00  8.60  1
 30  619 350.00  0.00 800.00  8.60  1
 31  673 380.00  0.00 800.00  8.60  1
 32  890 500.00  0.00 800.00 10.80  0
 33  673 370.00  0.00 800.00 10.80  1
 34  655 370.00  0.00 800.00  8.60  1
 35  637 360.00  0.00 800.00  8.60  1
 36  819 460.00  0.00 800.00 12.90  0
 37  637 380.00  0.00 800.00 10.80  1
 38  819 460.00  0.00 800.00 10.80  0
 39  637 340.00  0.00 800.00 10.80  1
 40  655 370.00  0.00 800.00  8.60  1
 41  801 450.00  0.00 800.00 12.90  0
