trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  495 280.00  0.00 800.00 12.90  0
  1    0  10.00  0.00 800.00  0.43  0
  2  736 410.00  0.00 800.00 260.00  0
  3 1421 790.00  0.00 800.00 520.00  0
  4    0  10.00  0.00 800.00  0.43  0
  5  736 410.00  0.00 800.00 260.00  0
  6  736 400.00  0.00 800.00 520.00  0
  7  736 390.00  0.00 800.00 156.00  0
  8  718 400.00  0.00 800.00 260.00  0
  9  718 420.00  0.00 800.00 156.00  0
 10  736 410.00  0.00 800.00 260.00  0
 11 1420 790.00  0.00 800.00 260.00  0
 12 1421 790.00  0.00 800.00 520.00  0
 13 1421 790.00  0.00 800.00 260.00  0
 14 1421 790.00  0.00 800.00 260.00  0
 15 1421 790.00  0.00 800.00 260.00  0
 16 1421 790.00  0.00 800.00 260.00  0
 17 1421 770.00  0.00 800.00 260.00  0
 18 1421 780.00  0.00 800.00 260.00  0
 19 1421 790.00  0.00 800.00 260.00  0
 20 1421 770.00  0.00 800.00 260.00  0
 21 1421 790.00  0.00 800.00 260.00  0
 22 1421 790.00  0.00 800.00 260.00  0
 23 1421 790.00  0.00 800.00 260.00  0
 24 1421 790.00  0.00 800.00 260.00  0
 25 1421 770.00  0.00 800.00 260.00  0
 26  821 460.00  0.00 800.00 21.50  0
 27  802 450.00  0.00 800.00 17.20  0
 28  784 440.00  0.00 800.00 17.20  0
 29 1421 790.00  0.00 800.00 520.00  0
 30  730 410.00  0.00 800.00 17.20  0
 31  801 450.00  0.00 800.00 12.90  0
 32  783 440.00  0.00 800.00 12.90  0
 33 1421 790.00  0.00 800.00 520.00  0
 34  765 430.00  0.00 800.00 12.90  0
 35  765 430.00  0.00 800.00 10.80  0
 36  729 410.00  0.00 800.00 12.90  0
 37  711 400.00  0.00 800.00 12.90  0
 38  729 410.00  0.00 800.00 10.80  0
 39  729 410.00  0.00 800.00 10.80  0
 40  800 450.00  0.00 800.00 10.80  0
 41 1421 790.00  0.00 800.00 520.00  0
