trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  455 260.00  0.00 800.00  4.30  1
  1  790 440.00  0.00 800.00 260.00  0
  2  661 370.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  0
  4  658 370.00  0.00 800.00 17.20  0
  5  675 380.00  0.00 800.00 12.90  0
  6  675 390.00  0.00 800.00 17.20  0
  7  675 390.00  0.00 800.00 17.20  0
  8  675 400.00  0.00 800.00 10.80  0
  9  675 360.00  0.00 800.00 17.20  0
 10  728 410.00  0.00 800.00 10.80  0
 11  728 390.00  0.00 800.00 12.90  0
 12  728 430.00  0.00 800.00  8.60  0
 13  478 270.00  0.00 800.00 17.20  0
 14  586 330.00  0.00 800.00 17.20  1
 15  747 420.00  0.00 800.00 12.90  0
 16  800 450.00  0.00 800.00 10.80  0
 17  782 440.00  0.00 800.00 10.80  0
 18  960 540.00  0.00 800.00  6.44  0
 19  711 400.00  0.00 800.00 12.90  0
 20  480 270.00  0.00 800.00 26.00  0
 21  533 300.00  0.00 800.00 21.50  0
 22  942 530.00  0.00 800.00  6.44  0
 23  159  90.00  0.00 800.00 156.00  0
 24  159  90.00  0.00 800.00 260.00  0
 25  301 170.00  0.00 800.00 52.00  1
 26 1388 780.00  0.00 800.00  1.00  1
 27  264 150.00  0.00 800.00 26.00  0
 28  801 450.00  0.00 800.00 12.90  0
 29  872 490.00  0.00 800.00 10.80  0
 30  783 440.00  0.00 800.00 12.90  0
 31  552 310.00  0.00 800.00 26.00  0
 32  605 340.00  0.00 800.00 21.50  0
 33  299 170.00  0.00 800.00 21.50  1
 34 1014 570.00  0.00 800.00  6.44  0
 35  907 510.00  0.00 800.00  8.60  0
 36 1224 690.00  0.00 800.00  0.43  1
 37  534 300.00  0.00 800.00 26.00  0
 38  658 370.00  0.00 800.00 17.20  0
 39  818 460.00  0.00 800.00 10.80  0
 40  818 450.00  0.00 800.00 12.90  0
 41  355 200.00  0.00 800.00 52.00  0
