Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5193  1.6776    -4.9884 -0.2651
      1  -1.3163  1.0875    -2.6152 -0.1447
      2  -1.9495  0.8408    -2.7693 -1.3403
      3  -2.3647  0.8186    -3.1233 -1.9436
      4  -2.5518  0.8527    -3.5693 -2.2138
      5  -2.4168  0.5659    -2.7476 -2.2093
      6  -2.4035  1.1028    -4.2441 -1.8177
      7  -2.5730  1.1785    -5.1720 -1.9709
      8  -2.6421  1.1549    -5.1493 -2.1427
      9  -2.5062  0.8746    -3.1243 -2.1721
     10  -2.4319  0.6560    -2.7815 -2.1916
     11  -2.4175  0.5022    -2.7148 -2.3172
     12  -2.4080  0.3840    -2.6697 -2.3815
     13  -2.5871  0.8511    -3.2964 -2.3770
     14  -2.5113  0.6359    -2.9305 -2.3793
     15  -2.4555  0.5107    -2.8604 -2.3791
     16  -2.5483  0.6625    -2.9656 -2.3829
     17  -2.4880  0.5697    -2.8805 -2.3811
     18  -2.4663  0.6518    -2.8584 -2.3133
     19  -2.4250  0.4904    -2.7983 -2.3439
     20  -2.4005  0.3689    -2.7284 -2.3686
     21  -2.3852  0.2820    -2.6375 -2.3763
     22  -2.3851  0.2132    -2.6371 -2.3811
     23  -2.3858  0.1642    -2.6370 -2.3844
     24  -2.3799  0.1260    -2.6324 -2.3845
     25  -2.3762  0.0976    -2.6295 -2.3845
     26  -2.3777  0.0762    -2.6295 -2.3864
     27  -2.3770  0.0609    -2.6290 -2.3865
     28  -2.3736  0.0587    -2.6268 -2.3852
     29  -2.3592  0.1210    -2.6262 -2.2943
     30  -2.3651  0.0946    -2.6264 -2.3764
     31  -2.3663  0.0776    -2.6264 -2.3780
     32  -2.3701  0.0619    -2.6265 -2.3819
     33  -2.3713  0.0522    -2.6266 -2.3833
     34  -2.3734  0.0424    -2.6266 -2.3854
     35  -2.3742  0.0368    -2.6266 -2.3862
     36  -2.3681  0.0562    -2.6261 -2.3803
     37  -2.3695  0.0498    -2.6261 -2.3818
     38  -2.3518  0.0869    -2.6252 -2.2497
     39  -2.3302  0.1098    -2.6235 -2.1866
     40  -2.3456  0.0926    -2.6246 -2.2238
     41  -2.3503  0.0840    -2.6248 -2.2441

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0988  0.0601     0.0033  0.1895
      1   0.1005  0.0594     0.0043  0.1897
      2   0.1002  0.0596     0.0039  0.1897
      3   0.0975  0.0604     0.0022  0.1892
      4   0.0965  0.0612     0.0018  0.1893
      5   0.1097  0.0574     0.0085  0.1912
      6   0.0496  0.0403     0.0001  0.1257
      7   0.0449  0.0372     0.0000  0.1135
      8   0.0492  0.0406     0.0000  0.1244
      9   0.0555  0.0400     0.0001  0.1288
     10   0.0603  0.0392     0.0031  0.1319
     11   0.0656  0.0387     0.0083  0.1358
     12   0.0701  0.0382     0.0131  0.1393
     13   0.0338  0.0218     0.0001  0.0705
     14   0.0362  0.0212     0.0025  0.0721
     15   0.0398  0.0215     0.0058  0.0755
     16   0.0312  0.0172     0.0019  0.0590
     17   0.0339  0.0176     0.0039  0.0619
     18   0.0324  0.0175     0.0021  0.0603
     19   0.0343  0.0171     0.0055  0.0614
     20   0.0360  0.0168     0.0080  0.0624
     21   0.0378  0.0166     0.0095  0.0642
     22   0.0391  0.0163     0.0116  0.0651
     23   0.0404  0.0161     0.0140  0.0662
     24   0.0417  0.0160     0.0150  0.0673
     25   0.0430  0.0159     0.0161  0.0683
     26   0.0441  0.0158     0.0174  0.0690
     27   0.0444  0.0157     0.0179  0.0692
     28   0.0445  0.0158     0.0179  0.0694
     29   0.0346  0.0125     0.0122  0.0537
     30   0.0357  0.0124     0.0141  0.0543
     31   0.0360  0.0122     0.0145  0.0545
     32   0.0369  0.0121     0.0153  0.0550
     33   0.0373  0.0120     0.0157  0.0552
     34   0.0382  0.0120     0.0165  0.0562
     35   0.0386  0.0119     0.0170  0.0566
     36   0.0345  0.0106     0.0150  0.0500
     37   0.0349  0.0105     0.0154  0.0504
     38   0.0298  0.0090     0.0128  0.0423
     39   0.0285  0.0087     0.0114  0.0406
     40   0.0293  0.0087     0.0126  0.0411
     41   0.0298  0.0086     0.0138  0.0413

