trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1400 780.00  0.00 800.00 104.00  1
  1 1277 710.00  0.00 800.00 520.00  0
  2 1151 640.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  1
  4 1079 600.00  0.00 800.00 520.00  1
  5 1169 650.00  0.00 800.00 520.00  0
  6 1061 590.00  0.00 800.00 520.00  1
  7 1187 660.00  0.00 800.00 520.00  0
  8 1061 590.00  0.00 800.00 260.00  1
  9  278 160.00  0.00 800.00 10.80  1
  0 1079 590.00  0.00 800.00 260.00  0
  1   13  10.00  0.00 800.00 52.00  1
 10   13  10.00  0.00 800.00 52.00  0
  2   13  10.00  0.00 800.00 52.00  1
 11   13  10.00  0.00 800.00 52.00  0
  3  736 400.00  0.00 800.00 520.00  0
  4  736 410.00  0.00 800.00 260.00  0
 12  736 410.00  0.00 800.00 260.00  0
  5  736 390.00  0.00 800.00 520.00  1
  6  736 410.00  0.00 800.00 260.00  0
  7  718 400.00  0.00 800.00 260.00  0
 13  736 430.00  0.00 800.00 156.00  0
 14  736 400.00  0.00 800.00 520.00  1
  8  736 410.00  0.00 800.00 260.00  0
 15  736 410.00  0.00 800.00 260.00  1
  9  736 390.00  0.00 800.00 520.00  0
 16  718 400.00  0.00 800.00 156.00  0
 10  718 410.00  0.00 800.00 520.00  1
 17  736 410.00  0.00 800.00 260.00  0
 11  736 410.00  0.00 800.00 520.00  1
 18  718 410.00  0.00 800.00 520.00  1
 12  718 410.00  0.00 800.00 520.00  0
 19  736 400.00  0.00 800.00 156.00  1
 20  718 400.00  0.00 800.00 260.00  1
 13  718 420.00  0.00 800.00 520.00  0
 21  718 400.00  0.00 800.00 520.00  1
 14  718 380.00  0.00 800.00 156.00  1
 22  736 410.00  0.00 800.00 260.00  1
 15  736 400.00  0.00 800.00 156.00  1
 23  736 430.00  0.00 800.00 156.00  0
 16  718 420.00  0.00 800.00 520.00  0
 24  736 430.00  0.00 800.00 520.00  1
 17  736 400.00  0.00 800.00 520.00  0
 25  718 390.00  0.00 800.00 520.00  0
 26  718 400.00  0.00 800.00 260.00  1
 18  736 390.00  0.00 800.00 520.00  0
 27  718 390.00  0.00 800.00 520.00  0
 28  736 410.00  0.00 800.00 260.00  1
 19  736 430.00  0.00 800.00 520.00  1
 29  736 410.00  0.00 800.00 260.00  1
 30  736 410.00  0.00 800.00 260.00  1
 20  736 410.00  0.00 800.00 520.00  1
 31  736 420.00  0.00 800.00 520.00  1
 21  736 410.00  0.00 800.00 260.00  0
 32  736 390.00  0.00 800.00 156.00  0
 33  736 400.00  0.00 800.00 156.00  1
 22  718 420.00  0.00 800.00 156.00  0
 23  718 380.00  0.00 800.00 156.00  1
 34  736 410.00  0.00 800.00 520.00  0
 35  718 380.00  0.00 800.00 520.00  1
 24  736 410.00  0.00 800.00 156.00  1
 36  718 410.00  0.00 800.00 156.00  1
 25  736 410.00  0.00 800.00 260.00  1
 26  736 410.00  0.00 800.00 260.00  0
 37  736 430.00  0.00 800.00 156.00  0
 38  736 390.00  0.00 800.00 520.00  1
 27  718 390.00  0.00 800.00 520.00  1
 39  718 400.00  0.00 800.00 260.00  1
 28  718 400.00  0.00 800.00 260.00  0
 40  718 420.00  0.00 800.00 520.00  0
 41  736 430.00  0.00 800.00 156.00  1
 29  718 390.00  0.00 800.00 156.00  0
