Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1878  1.6692    -5.6154 -0.0996
      1  -1.6364  1.6738    -6.3220 -0.8008
      2  -2.2184  1.9628    -7.5725 -1.1361
      3  -3.5126  2.4883    -8.6685 -1.3365
      4  -5.4166  2.3167    -9.0821 -1.7631
      5  -4.1332  1.8501    -7.9912 -1.5645
      6  -4.8524  1.7341    -8.3166 -2.0605
      7  -4.8709  1.5840    -8.1039 -2.5652
      8  -4.3265  1.2900    -6.6061 -2.4395
      9  -4.6843  1.1655    -6.7893 -3.2101
     10  -4.4565  0.9687    -5.9067 -3.2189
     11  -4.7761  0.9882    -6.2903 -3.6229
     12  -4.7794  0.8494    -6.1000 -3.7772
     13  -4.6539  0.7217    -5.7232 -3.7545
     14  -4.7995  0.6415    -5.7827 -4.0657
     15  -4.7278  0.5545    -5.5842 -4.0469
     16  -4.8203  0.4883    -5.6395 -4.2646
     17  -4.9051  0.4424    -5.6958 -4.4514
     18  -4.9961  0.4180    -5.7607 -4.5630
     19  -4.9451  0.3592    -5.6193 -4.5494

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0913  0.0632     0.0001  0.1886
      1   0.0886  0.0639     0.0001  0.1882
      2   0.0762  0.0647     0.0000  0.1856
      3   0.0290  0.0390     0.0000  0.1159
      4   0.0077  0.0057     0.0000  0.0147
      5   0.0081  0.0063     0.0000  0.0171
      6   0.0074  0.0054     0.0000  0.0137
      7   0.0082  0.0051     0.0000  0.0139
      8   0.0089  0.0055     0.0000  0.0162
      9   0.0093  0.0056     0.0001  0.0172
     10   0.0101  0.0059     0.0001  0.0185
     11   0.0096  0.0057     0.0001  0.0177
     12   0.0100  0.0055     0.0002  0.0179
     13   0.0107  0.0057     0.0004  0.0189
     14   0.0114  0.0060     0.0005  0.0199
     15   0.0121  0.0062     0.0006  0.0204
     16   0.0129  0.0065     0.0008  0.0217
     17   0.0136  0.0067     0.0009  0.0233
     18   0.0141  0.0069     0.0010  0.0242
     19   0.0149  0.0070     0.0012  0.0252

