trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  896 500.00  0.00 800.00 104.00  0
  1  679 380.00  0.00 800.00 52.00  0
  2  766 430.00  0.00 800.00 17.20  0
  3  765 430.00  0.00 800.00 12.90  0
  4  728 410.00  0.00 800.00 10.80  0
  5  675 380.00  0.00 800.00 12.90  0
  6  746 420.00  0.00 800.00 10.80  0
  7  675 360.00  0.00 800.00 17.20  0
  8  675 400.00  0.00 800.00 17.20  0
  9  728 410.00  0.00 800.00 10.80  0
 10  728 420.00  0.00 800.00 12.90  0
 11  728 420.00  0.00 800.00 12.90  0
 12  478 270.00  0.00 800.00 17.20  0
 13  924 520.00  0.00 800.00  6.44  1
 14  782 440.00  0.00 800.00 10.80  0
 15  782 420.00  0.00 800.00  8.60  0
 16  516 290.00  0.00 800.00 26.00  0
 17  871 490.00  0.00 800.00  8.60  0
 18  782 440.00  0.00 800.00 10.80  0
 19  711 400.00  0.00 800.00 12.90  0
 20  711 410.00  0.00 800.00 10.80  0
 21  107  60.00  0.00 800.00 520.00  0
 22  442 250.00  0.00 800.00 17.20  0
 23  729 410.00  0.00 800.00 12.90  0
 24  337 190.00  0.00 800.00 52.00  0
 25 1260 710.00  0.00 800.00  0.43  1
 26  424 240.00  0.00 800.00 17.20  1
 27 1281 720.00  0.00 800.00  2.00  0
 28  319 180.00  0.00 800.00 52.00  0
 29  212 120.00  0.00 800.00 104.00  0
 30  139  80.00  0.00 800.00 52.00  0
 31  729 410.00  0.00 800.00 12.90  0
 32  871 490.00  0.00 800.00  8.60  0
 33  729 420.00  0.00 800.00 10.80  0
 34  121  70.00  0.00 800.00 52.00  0
 35  264 150.00  0.00 800.00 26.00  0
 36 1206 680.00  0.00 800.00  0.43  0
 37  427 240.00  0.00 800.00 52.00  0
 38 1068 600.00  0.00 800.00  6.44  0
 39  588 330.00  0.00 800.00 26.00  0
 40  588 350.00  0.00 800.00 21.50  0
 41  232 130.00  0.00 800.00 260.00  0
