trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 520
6.0, 200, 0.0, 800, 520
7.0, 100, 0.0, 800, 520
8.0, 50, 0.0, 800, 520
9.0, 25, 0.0, 800, 520
10.0, 12, 0.0, 800, 520
11.0, 400, 0.0, 800, 52
12.0, 200, 0.0, 800, 52
13.0, 100, 0.0, 800, 52
14.0, 50, 0.0, 800, 52
15.0, 25, 0.0, 800, 52
16.0, 12, 0.0, 800, 52
17.0, 400, 0.0, 800, 26
18.0, 200, 0.0, 800, 26
19.0, 100, 0.0, 800, 26
20.0, 50, 0.0, 800, 26
21.0, 25, 0.0, 800, 26
22.0, 12, 0.0, 800, 26
23.0, 800, 156.0, 400, 0
24.0, 800, 156.0, 200, 0
25.0, 800, 156.0, 100, 0
26.0, 800, 156.0, 50, 0
27.0, 800, 156.0, 25, 0
28.0, 800, 156.0, 12, 0
29.0, 400, 0.0, 800, 2
30.0, 200, 0.0, 800, 2
31.0, 100, 0.0, 800, 2
32.0, 50, 0.0, 800, 2
33.0, 25, 0.0, 800, 2
34.0, 12, 0.0, 800, 2
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 500, 0
38.0, 800, 1.0, 450, 0
39.0, 800, 1.0, 425, 0
40.0, 800, 1.0, 412, 0
41.0, 800, 4.0, 400, 0
42.0, 800, 4.0, 200, 0
43.0, 800, 4.0, 100, 0
44.0, 800, 4.0, 50, 0
45.0, 800, 4.0, 25, 0
46.0, 800, 4.0, 12, 0
