Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2682  1.6973    -7.9003 -2.3422
      1  -2.9782  1.5930    -7.5163 -2.3219
      2  -2.6966  1.2764    -6.2023 -2.3188
      3  -2.5179  0.9678    -3.5981 -2.3175
      4  -2.7131  1.2973    -6.3226 -2.3191
      5  -2.5259  0.9697    -3.6252 -2.3180
      6  -2.4235  0.7278    -2.5786 -2.3171
      7  -2.3825  0.5872    -2.5757 -2.3170
      8  -2.8650  1.4511    -7.0599 -2.3226
      9  -2.6317  1.0959    -4.9836 -2.3211
     10  -2.9837  1.4630    -7.2006 -2.3373
     11  -2.7468  1.1161    -5.3100 -2.3348
     12  -2.7832  1.0627    -4.9912 -2.3611
     13  -2.6566  0.7922    -3.0541 -2.3590
     14  -2.6482  0.6647    -2.9132 -2.4069
     15  -2.6268  0.5236    -2.8527 -2.4887
     16  -2.7487  1.0386    -4.7164 -2.3472
     17  -2.6289  0.7744    -3.0565 -2.3454
     18  -2.6124  0.9121    -3.3193 -2.3279
     19  -2.5237  0.6712    -2.8846 -2.3272
     20  -2.4704  0.5134    -2.8407 -2.3258
     21  -2.4190  0.4737    -2.8214 -2.3211
     22  -2.3800  0.3895    -2.7905 -2.3193
     23  -2.3532  0.3061    -2.7486 -2.3182
     24  -2.3368  0.3078    -2.6139 -2.3172
     25  -2.3235  0.2300    -2.5756 -2.3170
     26  -2.3153  0.1717    -2.5720 -2.3168
     27  -2.3109  0.1258    -2.5703 -2.3167
     28  -2.3077  0.0937    -2.5684 -2.3166
     29  -2.3064  0.0689    -2.5680 -2.3166
     30  -2.3049  0.0516    -2.5669 -2.3165
     31  -2.3042  0.0387    -2.5664 -2.3165
     32  -2.3036  0.0289    -2.5659 -2.3164
     33  -2.3101  0.1008    -2.5706 -2.3167
     34  -2.3286  0.2124    -2.6429 -2.3173
     35  -2.3836  0.4530    -2.7795 -2.3188
     36  -2.7043  1.2039    -5.8080 -2.3221
     37  -2.5467  0.8998    -3.1282 -2.3212
     38  -2.4593  0.6601    -2.8355 -2.3207
     39  -2.4131  0.4822    -2.8178 -2.3204
     40  -2.6123  0.9880    -4.1447 -2.3234
     41  -2.5062  0.7306    -2.9365 -2.3227

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0788  0.0655     0.0000  0.1863
      1   0.0852  0.0655     0.0000  0.1877
      2   0.1008  0.0623     0.0000  0.1902
      3   0.1111  0.0577     0.0001  0.1913
      4   0.0862  0.0576     0.0000  0.1817
      5   0.0933  0.0545     0.0001  0.1831
      6   0.1009  0.0519     0.0134  0.1848
      7   0.1080  0.0508     0.0222  0.1871
      8   0.0457  0.0344     0.0000  0.1050
      9   0.0495  0.0331     0.0001  0.1070
     10   0.0342  0.0274     0.0000  0.0815
     11   0.0371  0.0266     0.0001  0.0830
     12   0.0408  0.0293     0.0001  0.0921
     13   0.0437  0.0285     0.0009  0.0938
     14   0.0492  0.0296     0.0033  0.1002
     15   0.0537  0.0296     0.0072  0.1038
     16   0.0284  0.0184     0.0001  0.0582
     17   0.0302  0.0177     0.0009  0.0591
     18   0.0261  0.0157     0.0001  0.0512
     19   0.0268  0.0152     0.0015  0.0515
     20   0.0286  0.0150     0.0033  0.0528
     21   0.0298  0.0154     0.0042  0.0545
     22   0.0318  0.0156     0.0064  0.0571
     23   0.0338  0.0157     0.0079  0.0592
     24   0.0339  0.0158     0.0079  0.0596
     25   0.0354  0.0157     0.0092  0.0606
     26   0.0368  0.0155     0.0107  0.0616
     27   0.0377  0.0154     0.0121  0.0620
     28   0.0389  0.0153     0.0140  0.0633
     29   0.0393  0.0152     0.0144  0.0635
     30   0.0404  0.0151     0.0152  0.0647
     31   0.0410  0.0150     0.0159  0.0652
     32   0.0421  0.0150     0.0168  0.0662
     33   0.0283  0.0101     0.0093  0.0432
     34   0.0222  0.0082     0.0070  0.0336
     35   0.0168  0.0070     0.0018  0.0262
     36   0.0099  0.0056     0.0000  0.0169
     37   0.0105  0.0053     0.0001  0.0172
     38   0.0108  0.0050     0.0004  0.0173
     39   0.0110  0.0049     0.0006  0.0174
     40   0.0076  0.0034     0.0001  0.0120
     41   0.0079  0.0032     0.0002  0.0121

