trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  488 280.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  681 380.00  0.00 800.00 156.00  1
  4  682 380.00  0.00 800.00 260.00  1
  5  808 450.00  0.00 800.00 260.00  0
  6  682 400.00  0.00 800.00 520.00  1
  7    7  10.00  0.00 800.00  8.60  1
  8  917 510.00  0.00 800.00 520.00  0
  9  881 490.00  0.00 800.00 520.00  0
 10  538 300.00  0.00 800.00 260.00  1
 11  773 430.00  0.00 800.00 520.00  1
 12    2  10.00  0.00 800.00  1.00  1
 13  935 520.00  0.00 800.00 520.00  0
 14  935 520.00  0.00 800.00 260.00  1
 15 1007 560.00  0.00 800.00 520.00  0
 16  449 250.00  0.00 800.00 520.00  1
 17  917 510.00  0.00 800.00 520.00  0
 18  899 500.00  0.00 800.00 520.00  0
 19  503 280.00  0.00 800.00 520.00  1
 20  539 300.00  0.00 800.00 520.00  1
 21  773 430.00  0.00 800.00 520.00  1
 22  989 550.00  0.00 800.00 520.00  0
 23  593 330.00  0.00 800.00 520.00  1
 24  917 510.00  0.00 800.00 520.00  0
 25  719 400.00  0.00 800.00 520.00  1
 26  665 370.00  0.00 800.00 520.00  1
 27  953 530.00  0.00 800.00 520.00  0
 28  647 360.00  0.00 800.00 520.00  1
 29  647 380.00  0.00 800.00 260.00  1
 30  665 370.00  0.00 800.00 520.00  1
 31  665 380.00  0.00 800.00 260.00  1
 32  953 530.00  0.00 800.00 520.00  0
 33  683 380.00  0.00 800.00 520.00  1
 34  665 370.00  0.00 800.00 520.00  1
 35  935 520.00  0.00 800.00 520.00  0
 36  665 350.00  0.00 800.00 260.00  1
 37  665 380.00  0.00 800.00 260.00  1
 38  665 350.00  0.00 800.00 260.00  1
 39  665 360.00  0.00 800.00 260.00  1
 40  917 510.00  0.00 800.00 520.00  0
 41  665 370.00  0.00 800.00 260.00  1
