trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1411 790.00  0.00 800.00  8.60  0
  1  716 400.00  0.00 800.00 104.00  0
  2  822 460.00  0.00 800.00 26.00  0
  3  677 380.00  0.00 800.00 21.50  0
  4  765 430.00  0.00 800.00 12.90  0
  5  675 380.00  0.00 800.00 12.90  0
  6  675 390.00  0.00 800.00 10.80  0
  7  675 400.00  0.00 800.00 17.20  0
  8  746 420.00  0.00 800.00 10.80  0
  9  675 370.00  0.00 800.00 17.20  0
 10  675 380.00  0.00 800.00 17.20  0
 11  728 410.00  0.00 800.00 10.80  0
 12  728 390.00  0.00 800.00 12.90  0
 13  478 270.00  0.00 800.00 17.20  0
 14  924 520.00  0.00 800.00  6.44  0
 15  141  80.00  0.00 800.00 156.00  0
 16  941 530.00  0.00 800.00  4.30  0
 17  764 430.00  0.00 800.00 10.80  0
 18  942 530.00  0.00 800.00  6.44  0
 19  159  90.00  0.00 800.00 156.00  0
 20  835 470.00  0.00 800.00  8.60  0
 21   15  10.00  0.00 800.00 156.00  0
 22  960 540.00  0.00 800.00  6.44  0
 23  960 540.00  0.00 800.00  4.30  0
 24  729 410.00  0.00 800.00 12.90  0
 25  622 350.00  0.00 800.00 17.20  0
 26  125  70.00  0.00 800.00 520.00  0
 27 1190 670.00  0.00 800.00  1.00  1
 28  960 540.00  0.00 800.00  6.44  0
 29  139  80.00  0.00 800.00 52.00  0
 30  978 550.00  0.00 800.00  6.44  0
 31 1299 730.00  0.00 800.00  2.00  0
 32 1299 750.00  0.00 800.00  3.00  0
 33  337 190.00  0.00 800.00 52.00  0
 34  498 280.00  0.00 800.00 26.00  0
 35  121  70.00  0.00 800.00 52.00  0
 36  637 360.00  0.00 800.00  8.60  0
 37  391 220.00  0.00 800.00 52.00  0
 38  179 100.00  0.00 800.00 520.00  0
 39  940 530.00  0.00 800.00  3.00  0
 40  320 180.00  0.00 800.00 104.00  0
 41  267 150.00  0.00 800.00 156.00  0
