Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3445  1.4474    -4.1210 -0.1315
      1  -1.8669  1.3265    -4.8049 -1.0762
      2  -2.1754  1.3289    -5.4947 -1.5477
      3  -2.3825  1.3878    -6.1309 -1.7764
      4  -1.9856  0.8529    -2.4439 -1.6862
      5  -1.9390  0.6698    -2.3293 -1.7246
      6  -2.2642  1.1741    -4.7310 -1.8558
      7  -2.5572  1.3984    -6.3335 -1.8967
      8  -2.2174  0.8196    -2.8682 -1.8954
      9  -2.1902  1.0673    -3.6725 -1.8511
     10  -2.0853  1.0027    -2.9503 -1.7839
     11  -2.3795  1.3751    -6.0806 -1.7710
     12  -2.2118  1.0381    -3.4625 -1.8503
     13  -2.1056  0.7820    -2.5878 -1.8541
     14  -2.1625  0.7466    -2.6179 -1.8785
     15  -2.1718  0.6390    -2.5951 -1.9211
     16  -2.1637  0.5163    -2.5612 -1.9873
     17  -2.1286  0.3857    -2.3930 -1.9869
     18  -2.1198  0.2904    -2.3746 -2.0165
     19  -2.1143  0.2207    -2.3734 -2.0337

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0953  0.0619     0.0001  0.1892
      1   0.0945  0.0623     0.0001  0.1892
      2   0.0941  0.0625     0.0001  0.1891
      3   0.0935  0.0628     0.0006  0.1891
      4   0.1043  0.0587     0.0026  0.1902
      5   0.1083  0.0564     0.0099  0.1906
      6   0.0645  0.0481     0.0001  0.1555
      7   0.0539  0.0460     0.0001  0.1442
      8   0.0639  0.0452     0.0013  0.1508
      9   0.0426  0.0304     0.0001  0.0958
     10   0.0458  0.0311     0.0001  0.1001
     11   0.0294  0.0227     0.0000  0.0678
     12   0.0316  0.0220     0.0001  0.0688
     13   0.0342  0.0215     0.0009  0.0706
     14   0.0356  0.0226     0.0013  0.0744
     15   0.0390  0.0237     0.0027  0.0797
     16   0.0423  0.0241     0.0050  0.0831
     17   0.0450  0.0237     0.0085  0.0852
     18   0.0464  0.0233     0.0104  0.0862
     19   0.0472  0.0231     0.0119  0.0866

