Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2309  2.2766    -7.4068 -0.0471
      1  -1.3279  2.2195    -7.3794 -0.1901
      2  -2.2916  2.6360    -8.3157 -0.3138
      3  -3.9502  2.7499    -8.8669 -0.5332
      4  -3.6518  2.7071    -8.7787 -0.5461
      5  -3.3636  2.6322    -8.6649 -0.5580
      6  -2.4364  2.1220    -7.7199 -0.4981
      7  -2.1126  1.7987    -6.5409 -0.4952
      8  -1.6340  1.5014    -5.0296 -0.4130
      9  -1.3537  1.2600    -3.2046 -0.3658
     10  -1.1537  1.0688    -2.2910 -0.3259
     11  -1.3621  1.0669    -2.5219 -0.5556
     12  -1.4683  0.9779    -2.5359 -0.7749
     13  -1.3425  0.8136    -2.1387 -0.7282
     14  -1.3819  0.6924    -2.1250 -0.8698
     15  -1.3001  0.5780    -1.9627 -0.8493
     16  -1.2402  0.4849    -1.8253 -0.8346
     17  -1.2793  0.4114    -1.8321 -0.9353
     18  -1.2212  0.3646    -1.7681 -0.8982
     19  -1.2758  0.3298    -1.7957 -1.0536

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0778  0.0667     0.0000  0.1865
      1   0.0751  0.0662     0.0000  0.1858
      2   0.0309  0.0431     0.0000  0.1253
      3   0.0035  0.0056     0.0000  0.0117
      4   0.0051  0.0061     0.0000  0.0134
      5   0.0065  0.0063     0.0000  0.0152
      6   0.0080  0.0068     0.0000  0.0182
      7   0.0090  0.0066     0.0000  0.0189
      8   0.0104  0.0072     0.0000  0.0206
      9   0.0117  0.0076     0.0001  0.0231
     10   0.0128  0.0079     0.0001  0.0249
     11   0.0125  0.0077     0.0001  0.0243
     12   0.0131  0.0080     0.0002  0.0254
     13   0.0143  0.0083     0.0005  0.0267
     14   0.0154  0.0086     0.0008  0.0277
     15   0.0165  0.0088     0.0011  0.0298
     16   0.0176  0.0090     0.0015  0.0313
     17   0.0188  0.0092     0.0020  0.0327
     18   0.0197  0.0094     0.0024  0.0338
     19   0.0206  0.0097     0.0028  0.0347

