Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -8.0339  1.3944    -3.6571 -5.8421
      1  -7.5137  1.3258    -8.7444 -5.0283
      2  -7.1679  1.3515    -8.1995 -4.1952
      3  -6.8789  1.4361    -7.8944 -3.4021
      4  -6.1853  1.8009    -7.8830 -1.7751
      5  -5.1834  2.0801    -8.0623 -0.9322
      6  -5.3261  1.8996    -7.6132 -1.1773
      7  -3.9881  2.2569    -8.0950 -0.4849
      8  -3.8979  2.1283    -7.4603 -0.5034
      9  -4.6466  1.7206    -7.3503 -1.4188
     10  -4.6672  1.5735    -7.0031 -1.7575
     11  -3.9405  1.5843    -6.5266 -1.1669
     12  -3.3162  1.6045    -6.1596 -0.7529
     13  -3.2371  1.4578    -5.5214 -0.7955
     14  -3.7040  1.1828    -5.6185 -1.9447
     15  -4.0115  1.0230    -5.7285 -2.6930
     16  -4.3449  0.9824    -5.9980 -3.1604
     17  -4.1034  0.8858    -5.4879 -3.0298
     18  -4.0941  0.7891    -5.4069 -3.0978
     19  -3.8518  0.7599    -5.0258 -2.9132

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0967  0.0617     0.0001  0.1894
      1   0.0915  0.0630     0.0001  0.1886
      2   0.0867  0.0642     0.0000  0.1880
      3   0.0729  0.0620     0.0000  0.1827
      4   0.0265  0.0314     0.0000  0.0889
      5   0.0075  0.0079     0.0000  0.0199
      6   0.0090  0.0079     0.0000  0.0208
      7   0.0046  0.0037     0.0000  0.0067
      8   0.0055  0.0033     0.0000  0.0068
      9   0.0059  0.0033     0.0000  0.0069
     10   0.0065  0.0029     0.0000  0.0070
     11   0.0062  0.0027     0.0000  0.0068
     12   0.0061  0.0026     0.0000  0.0067
     13   0.0066  0.0022     0.0001  0.0068
     14   0.0067  0.0021     0.0001  0.0068
     15   0.0068  0.0021     0.0001  0.0069
     16   0.0068  0.0020     0.0001  0.0068
     17   0.0069  0.0020     0.0001  0.0069
     18   0.0071  0.0018     0.0003  0.0069
     19   0.0071  0.0018     0.0003  0.0069

