Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5452  2.7557    -8.9920 -0.4261
      1  -4.5050  2.7713    -8.9871 -0.3928
      2  -4.4282  2.7988    -8.9773 -0.3402
      3  -4.2932  2.8410    -8.9590 -0.2707
      4  -4.0855  2.8918    -8.9279 -0.2124
      5  -3.7988  2.9355    -8.8780 -0.1657
      6  -3.4657  2.9497    -8.8069 -0.1333
      7  -5.2243  2.7222    -9.1170 -0.5690
      8  -5.5022  2.6775    -9.1535 -0.6155
      9  -5.7945  2.5980    -9.1847 -0.6795
     10  -6.0479  2.4988    -9.2071 -0.7565
     11  -6.6025  2.0516    -8.1554 -2.2430
     12  -7.2983  1.7227    -5.7000 -3.8775
     13  -7.4612  1.4960    -5.4795 -5.0734
     14  -7.8291  1.2597    -4.3350 -6.0862
     15  -8.0604  1.0860    -3.6391 -6.6402
     16  -8.1111  0.9574    -3.5960 -6.7469
     17  -8.2804  0.8443    -3.0348 -7.1019
     18  -8.0429  0.9457    -4.2901 -6.8059
     19  -7.7541  1.0183    -6.7805 -6.5332

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0003  0.0011     0.0000  0.0001
      1   0.0004  0.0015     0.0000  0.0001
      2   0.0007  0.0020     0.0000  0.0028
      3   0.0011  0.0026     0.0000  0.0048
      4   0.0018  0.0031     0.0000  0.0058
      5   0.0028  0.0036     0.0000  0.0063
      6   0.0039  0.0037     0.0000  0.0066
      7   0.0022  0.0032     0.0000  0.0059
      8   0.0033  0.0035     0.0000  0.0063
      9   0.0044  0.0034     0.0000  0.0065
     10   0.0054  0.0030     0.0000  0.0066
     11   0.0060  0.0025     0.0000  0.0066
     12   0.0062  0.0023     0.0000  0.0066
     13   0.0066  0.0018     0.0001  0.0067
     14   0.0067  0.0016     0.0001  0.0067
     15   0.0068  0.0014     0.0002  0.0067
     16   0.0069  0.0011     0.0003  0.0067
     17   0.0070  0.0011     0.0004  0.0067
     18   0.0069  0.0011     0.0003  0.0067
     19   0.0069  0.0012     0.0003  0.0067

