Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1132  2.4482    -9.0511 -1.4262
      1  -3.0660  1.3279    -5.1388 -1.2060
      2  -4.1050  0.7962    -5.2361 -3.2080
      3  -4.6464  0.5969    -5.3794 -4.2237
      4  -4.9222  0.5618    -5.5265 -4.6135
      5  -4.7396  0.4320    -5.2037 -4.5271
      6  -4.7291  0.3192    -5.1650 -4.5388
      7  -4.7258  0.2515    -5.1419 -4.5462
      8  -4.7616  0.1840    -5.1556 -4.7471
      9  -4.5877  0.6541    -5.1882 -4.1659
     10  -4.3373  1.5728    -7.8662 -1.4926
     11  -4.3042  1.2687    -6.8603 -2.3133
     12  -4.2809  1.0148    -5.5113 -3.0012
     13  -4.2670  0.8239    -5.2252 -3.2645
     14  -4.3424  0.6673    -5.1905 -3.6350
     15  -4.3984  0.5510    -5.1781 -3.8452
     16  -4.4442  0.4660    -5.1783 -3.9960
     17  -4.6254  0.5983    -5.4645 -4.0909
     18  -4.5865  0.5008    -5.3113 -4.1005
     19  -4.5469  0.4329    -5.2207 -4.0905

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1026  0.0584     0.0078  0.1899
      1   0.1025  0.0584     0.0076  0.1899
      2   0.1021  0.0584     0.0074  0.1898
      3   0.1022  0.0586     0.0070  0.1899
      4   0.1007  0.0587     0.0062  0.1895
      5   0.1025  0.0573     0.0092  0.1895
      6   0.1055  0.0557     0.0148  0.1898
      7   0.1076  0.0546     0.0183  0.1901
      8   0.1162  0.0524     0.0258  0.1915
      9   0.0348  0.0243     0.0002  0.0778
     10   0.0089  0.0083     0.0000  0.0207
     11   0.0104  0.0081     0.0000  0.0221
     12   0.0115  0.0077     0.0000  0.0229
     13   0.0121  0.0075     0.0001  0.0233
     14   0.0133  0.0076     0.0003  0.0247
     15   0.0143  0.0077     0.0007  0.0257
     16   0.0152  0.0078     0.0010  0.0266
     17   0.0119  0.0062     0.0004  0.0201
     18   0.0126  0.0062     0.0007  0.0205
     19   0.0134  0.0063     0.0009  0.0213

