Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3173  2.1297    -7.1957 -0.0748
      1  -1.7534  2.2417    -7.6849 -0.4450
      2  -2.3017  2.4552    -8.1978 -0.7314
      3  -4.4362  2.6364    -8.9509 -1.0683
      4  -6.2560  2.0845    -9.1911 -2.2367
      5  -7.1978  1.8356    -5.9535 -3.1270
      6  -6.2678  1.9128    -8.9956 -2.0664
      7  -6.4687  1.6802    -8.9934 -3.1344
      8  -5.7766  1.5930    -8.2409 -2.5349
      9  -5.8672  1.4264    -8.1116 -3.2404
     10  -5.0634  1.5145    -7.3645 -2.1799
     11  -4.2436  1.7045    -7.3608 -1.4053
     12  -4.2020  1.5435    -6.6873 -1.6023
     13  -4.6801  1.2854    -6.7270 -2.5995
     14  -4.6818  1.1649    -6.5235 -2.8475
     15  -4.2266  1.1379    -5.9633 -2.3945
     16  -4.5313  0.9618    -6.0475 -3.2261
     17  -4.8424  0.9176    -6.2995 -3.7268
     18  -4.6271  0.8413    -5.9075 -3.5906
     19  -4.7575  0.7490    -5.9558 -3.9021

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0835  0.0652     0.0000  0.1875
      1   0.0772  0.0654     0.0000  0.1863
      2   0.0677  0.0652     0.0000  0.1845
      3   0.0126  0.0132     0.0000  0.0339
      4   0.0088  0.0065     0.0000  0.0184
      5   0.0091  0.0066     0.0000  0.0187
      6   0.0073  0.0058     0.0000  0.0142
      7   0.0082  0.0055     0.0000  0.0152
      8   0.0078  0.0053     0.0000  0.0139
      9   0.0085  0.0051     0.0001  0.0147
     10   0.0069  0.0036     0.0000  0.0111
     11   0.0058  0.0032     0.0000  0.0068
     12   0.0064  0.0027     0.0000  0.0069
     13   0.0066  0.0027     0.0000  0.0071
     14   0.0070  0.0023     0.0001  0.0074
     15   0.0069  0.0023     0.0001  0.0070
     16   0.0071  0.0024     0.0001  0.0083
     17   0.0070  0.0023     0.0001  0.0076
     18   0.0072  0.0024     0.0001  0.0088
     19   0.0073  0.0024     0.0002  0.0097

