trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 1.0, 400, 0
6.0, 800, 1.0, 600, 0
7.0, 800, 1.0, 500, 0
8.0, 800, 1.0, 450, 0
9.0, 800, 1.0, 425, 0
10.0, 800, 1.0, 437, 0
11.0, 800, 2.0, 400, 0
12.0, 800, 2.0, 600, 0
13.0, 800, 2.0, 500, 0
14.0, 800, 2.0, 550, 0
15.0, 800, 2.0, 575, 0
16.0, 800, 2.0, 587, 0
17.0, 800, 520.0, 400, 0
18.0, 800, 520.0, 200, 0
19.0, 800, 520.0, 100, 0
20.0, 800, 520.0, 50, 0
21.0, 800, 520.0, 75, 0
22.0, 800, 520.0, 62, 0
23.0, 800, 4.0, 400, 0
24.0, 800, 4.0, 600, 0
25.0, 800, 4.0, 700, 0
26.0, 800, 4.0, 650, 0
27.0, 800, 4.0, 675, 0
28.0, 800, 4.0, 687, 0
29.0, 400, 0.0, 800, 52
30.0, 200, 0.0, 800, 52
31.0, 300, 0.0, 800, 52
32.0, 250, 0.0, 800, 52
33.0, 275, 0.0, 800, 52
34.0, 287, 0.0, 800, 52
35.0, 400, 0.0, 800, 156
36.0, 200, 0.0, 800, 156
37.0, 100, 0.0, 800, 156
38.0, 50, 0.0, 800, 156
39.0, 75, 0.0, 800, 156
40.0, 87, 0.0, 800, 156
41.0, 400, 0.0, 800, 26
42.0, 200, 0.0, 800, 26
43.0, 300, 0.0, 800, 26
44.0, 350, 0.0, 800, 26
45.0, 375, 0.0, 800, 26
46.0, 362, 0.0, 800, 26
