Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3964  1.7442    -9.1816 -3.8962
      1  -5.0032  0.9972    -6.5109 -3.7614
      2  -4.2305  0.6805    -5.0612 -3.6754
      3  -3.9435  0.5770    -4.5350 -3.5245
      4  -3.6717  0.6407    -4.1941 -3.1748
      5  -3.3620  1.1263    -4.6994 -1.5834
      6  -2.9300  1.5458    -6.4556 -0.6982
      7  -2.4645  1.9958    -7.4984 -0.3004
      8  -2.1745  1.6768    -6.1104 -0.2881
      9  -1.9906  1.4093    -4.0589 -0.2808
     10  -1.5199  1.4329    -3.9093 -0.1613
     11  -1.3898  1.1926    -3.1130 -0.1570
     12  -1.0173  1.1643    -2.6507 -0.0963
     13  -0.7788  1.0497    -2.1107 -0.0732
     14  -0.6032  0.9575    -1.7238 -0.0578
     15  -0.5408  0.7578    -1.5728 -0.0571
     16  -0.4203  0.7947    -1.3196 -0.0440
     17  -0.6260  1.0064    -1.7438 -0.0605
     18  -0.5541  0.7888    -1.5639 -0.0596
     19  -0.4436  0.7035    -1.3124 -0.0504

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0052  0.1898
      1   0.1010  0.0592     0.0049  0.1898
      2   0.1006  0.0594     0.0042  0.1897
      3   0.1022  0.0590     0.0053  0.1900
      4   0.0949  0.0608     0.0022  0.1888
      5   0.0366  0.0365     0.0001  0.1095
      6   0.0130  0.0122     0.0000  0.0338
      7   0.0065  0.0050     0.0000  0.0126
      8   0.0074  0.0047     0.0000  0.0130
      9   0.0080  0.0043     0.0001  0.0132
     10   0.0073  0.0034     0.0001  0.0114
     11   0.0076  0.0031     0.0001  0.0115
     12   0.0073  0.0027     0.0001  0.0103
     13   0.0074  0.0027     0.0002  0.0106
     14   0.0075  0.0027     0.0002  0.0108
     15   0.0077  0.0025     0.0004  0.0109
     16   0.0075  0.0024     0.0003  0.0101
     17   0.0070  0.0020     0.0002  0.0069
     18   0.0072  0.0018     0.0003  0.0069
     19   0.0072  0.0018     0.0003  0.0070

