trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  326 190.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  1
  4  804 450.00  0.00 800.00 26.00  1
  5  679 380.00  0.00 800.00 52.00  0
  6  804 470.00  0.00 800.00 52.00  0
  7  804 460.00  0.00 800.00 21.50  1
  8  804 450.00  0.00 800.00 21.50  0
  9  840 470.00  0.00 800.00 26.00  0
 10  660 370.00  0.00 800.00 26.00  1
 11  840 450.00  0.00 800.00 52.00  0
 12  840 480.00  0.00 800.00 52.00  0
 13  840 490.00  0.00 800.00 21.50  1
 14  822 460.00  0.00 800.00 26.00  1
 15  804 450.00  0.00 800.00 26.00  1
 16  786 440.00  0.00 800.00 26.00  1
 17  768 430.00  0.00 800.00 26.00  1
 18  733 410.00  0.00 800.00 52.00  1
 19  769 430.00  0.00 800.00 52.00  1
 20  967 540.00  0.00 800.00 52.00  0
 21  931 520.00  0.00 800.00 52.00  0
 22  913 510.00  0.00 800.00 52.00  0
 23  787 440.00  0.00 800.00 52.00  1
 24  985 550.00  0.00 800.00 52.00  0
 25  445 250.00  0.00 800.00 52.00  1
 26  913 510.00  0.00 800.00 52.00  0
 27  913 490.00  0.00 800.00 104.00  0
 28  589 330.00  0.00 800.00 52.00  1
 29  607 340.00  0.00 800.00 52.00  1
 30  589 350.00  0.00 800.00 104.00  1
 31  931 520.00  0.00 800.00 52.00  0
 32  931 540.00  0.00 800.00 26.00  1
 33  913 510.00  0.00 800.00 52.00  1
 34 1039 580.00  0.00 800.00 52.00  0
 35 1003 560.00  0.00 800.00 52.00  1
 36  896 500.00  0.00 800.00 104.00  0
 37  878 490.00  0.00 800.00 104.00  1
 38  986 550.00  0.00 800.00 104.00  0
 39  950 530.00  0.00 800.00 104.00  0
 40  914 510.00  0.00 800.00 104.00  1
 41    0  10.00  0.00 800.00  0.43  1
