Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.9107  1.6076    -7.5223 -2.5753
      1  -3.6190  0.9334    -5.0204 -2.4435
      2  -4.2895  0.6203    -5.1262 -3.7062
      3  -4.6997  0.5272    -5.3395 -4.3227
      4  -4.8828  0.5210    -5.6346 -4.6149
      5  -5.2677  0.8503    -7.2410 -4.7244
      6  -5.0491  0.5637    -5.8488 -4.7377
      7  -5.1336  0.5171    -5.9065 -4.8460
      8  -5.0902  0.3734    -5.6127 -4.8571
      9  -5.3720  0.7212    -6.6336 -4.8205
     10  -5.2826  0.5750    -6.1181 -4.8520
     11  -5.2217  0.4657    -5.8555 -4.8653
     12  -5.1355  0.4386    -5.6915 -4.8214
     13  -5.2548  0.5170    -5.8752 -4.8843
     14  -5.4547  0.9207    -7.4052 -4.3476
     15  -5.4265  0.7297    -6.5080 -4.8001
     16  -5.4096  0.5864    -6.2758 -4.8876
     17  -5.3656  0.4863    -6.0949 -4.9127
     18  -5.3361  0.4086    -5.9724 -4.9278
     19  -5.3598  0.3496    -5.9635 -5.0666
     20  -5.3341  0.3055    -5.8790 -5.0661
     21  -5.3136  0.2737    -5.8535 -5.0635
     22  -5.3420  0.2435    -5.8588 -5.0969
     23  -5.3515  0.2242    -5.8588 -5.1128
     24  -5.3231  0.2064    -5.8260 -5.1043
     25  -5.2308  0.2422    -5.7568 -4.9910
     26  -5.2499  0.2221    -5.7652 -5.0706
     27  -5.2728  0.2068    -5.7792 -5.0863
     28  -5.2552  0.1939    -5.7235 -5.0837
     29  -5.2922  0.1821    -5.7645 -5.1037
     30  -5.3116  0.1712    -5.7786 -5.1206
     31  -5.3184  0.1643    -5.7806 -5.1294
     32  -5.3046  0.1558    -5.7339 -5.1238
     33  -5.3239  0.1460    -5.7549 -5.1476
     34  -5.3117  0.1391    -5.6968 -5.1400
     35  -5.2622  0.1539    -5.6138 -5.1034
     36  -5.2228  0.1562    -5.6038 -5.0910
     37  -5.2123  0.1529    -5.5994 -5.0893
     38  -5.2053  0.1505    -5.5964 -5.0883
     39  -5.1966  0.1483    -5.5932 -5.0870
     40  -5.2385  0.1436    -5.6006 -5.0984
     41  -5.2679  0.1331    -5.6042 -5.1127

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0591     0.0057  0.1897
      1   0.1012  0.0589     0.0060  0.1898
      2   0.1011  0.0591     0.0056  0.1898
      3   0.0979  0.0596     0.0040  0.1891
      4   0.0968  0.0599     0.0036  0.1889
      5   0.0438  0.0405     0.0001  0.1248
      6   0.0542  0.0418     0.0006  0.1352
      7   0.0583  0.0438     0.0014  0.1431
      8   0.0614  0.0432     0.0044  0.1449
      9   0.0203  0.0153     0.0001  0.0465
     10   0.0231  0.0156     0.0001  0.0492
     11   0.0255  0.0158     0.0012  0.0522
     12   0.0267  0.0164     0.0015  0.0542
     13   0.0221  0.0136     0.0003  0.0442
     14   0.0113  0.0083     0.0000  0.0233
     15   0.0123  0.0079     0.0001  0.0239
     16   0.0129  0.0076     0.0001  0.0243
     17   0.0139  0.0077     0.0005  0.0253
     18   0.0148  0.0076     0.0008  0.0260
     19   0.0156  0.0077     0.0012  0.0266
     20   0.0164  0.0077     0.0015  0.0271
     21   0.0172  0.0077     0.0019  0.0276
     22   0.0181  0.0078     0.0025  0.0291
     23   0.0186  0.0078     0.0030  0.0296
     24   0.0194  0.0079     0.0038  0.0310
     25   0.0161  0.0065     0.0020  0.0251
     26   0.0167  0.0065     0.0025  0.0257
     27   0.0173  0.0065     0.0030  0.0262
     28   0.0179  0.0066     0.0038  0.0267
     29   0.0183  0.0066     0.0043  0.0270
     30   0.0189  0.0067     0.0053  0.0274
     31   0.0194  0.0067     0.0066  0.0276
     32   0.0199  0.0067     0.0072  0.0285
     33   0.0205  0.0068     0.0074  0.0295
     34   0.0211  0.0068     0.0076  0.0304
     35   0.0196  0.0063     0.0073  0.0274
     36   0.0197  0.0064     0.0073  0.0275
     37   0.0202  0.0064     0.0074  0.0279
     38   0.0205  0.0064     0.0076  0.0285
     39   0.0210  0.0064     0.0078  0.0293
     40   0.0209  0.0063     0.0078  0.0285
     41   0.0212  0.0063     0.0079  0.0292

