Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.7404  1.7048    -5.9416 -0.1629
      1  -2.7047  1.7010    -7.3686 -1.5972
      2  -3.6114  1.9812    -8.3948 -2.2272
      3  -5.2383  2.1553    -9.0201 -2.6884
      4  -3.6837  1.2698    -6.2944 -2.4981
      5  -4.2425  1.2515    -6.9596 -2.9994
      6  -3.7867  1.0076    -5.4793 -2.9037
      7  -4.1301  1.0882    -6.2646 -3.1676
      8  -3.9671  0.8353    -5.0339 -3.2388
      9  -4.0886  0.7536    -5.0798 -3.5382
     10  -3.9682  0.6450    -4.6857 -3.5054
     11  -4.0243  0.5492    -4.6855 -3.7114
     12  -3.9613  0.4480    -4.4625 -3.7069
     13  -3.9624  0.3531    -4.4535 -3.7259
     14  -4.1005  0.4938    -4.7036 -3.7916
     15  -4.0560  0.4004    -4.5463 -3.7871
     16  -4.1408  0.4175    -4.6640 -3.9479
     17  -4.1163  0.3323    -4.5517 -3.9537
     18  -4.1645  0.2989    -4.5991 -3.9799
     19  -4.1940  0.2561    -4.6161 -4.0102

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0933  0.0619     0.0001  0.1888
      1   0.0870  0.0631     0.0001  0.1877
      2   0.0705  0.0627     0.0001  0.1838
      3   0.0234  0.0260     0.0001  0.0712
      4   0.0322  0.0330     0.0001  0.0986
      5   0.0208  0.0176     0.0001  0.0517
      6   0.0243  0.0197     0.0001  0.0590
      7   0.0197  0.0161     0.0000  0.0473
      8   0.0227  0.0165     0.0001  0.0509
      9   0.0242  0.0173     0.0001  0.0540
     10   0.0273  0.0185     0.0006  0.0592
     11   0.0299  0.0193     0.0016  0.0631
     12   0.0330  0.0199     0.0033  0.0673
     13   0.0340  0.0197     0.0052  0.0679
     14   0.0246  0.0141     0.0018  0.0475
     15   0.0266  0.0143     0.0032  0.0496
     16   0.0259  0.0143     0.0026  0.0489
     17   0.0274  0.0143     0.0044  0.0507
     18   0.0291  0.0151     0.0053  0.0538
     19   0.0310  0.0157     0.0069  0.0568

