Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9293  1.9771    -9.1452 -2.9783
      1  -7.5086  1.1079    -6.0392 -6.0046
      2  -8.3214  0.7161    -3.2542 -7.5681
      3  -8.6943  0.5679    -1.9435 -8.1554
      4  -8.8865  0.4832    -1.2806 -8.4870
      5  -8.9960  0.4110    -0.9469 -8.7078
      6  -9.0173  0.3244    -0.9289 -8.7350
      7  -9.0442  0.2700    -0.8674 -8.7863
      8  -9.1098  0.2294    -0.6683 -8.9555
      9  -9.1165  0.1900    -0.6616 -8.9608
     10  -9.1352  0.1653    -0.6147 -8.9773
     11  -9.1376  0.1469    -0.6124 -8.9795
     12  -9.1520  0.1301    -0.5775 -8.9959
     13  -9.1568  0.1195    -0.5673 -9.0031
     14  -9.1675  0.1069    -0.5430 -9.0224
     15  -9.1680  0.1036    -0.5425 -9.0232
     16  -9.1691  0.1009    -0.5402 -9.0259
     17  -9.1694  0.0999    -0.5398 -9.0265
     18  -9.1697  0.0990    -0.5391 -9.0274
     19  -9.1701  0.0985    -0.5385 -9.0282
     20  -9.1782  0.0891    -0.5208 -9.0526
     21  -9.1784  0.0888    -0.5204 -9.0535
     22  -9.1786  0.0884    -0.5200 -9.0543
     23  -9.1852  0.0797    -0.5065 -9.0860
     24  -9.1868  0.0773    -0.5033 -9.0963
     25  -9.1918  0.0692    -0.4936 -9.1402
     26  -9.1919  0.0690    -0.4934 -9.1413
     27  -9.1922  0.0685    -0.4928 -9.1448
     28  -9.1922  0.0684    -0.4928 -9.1451
     29  -9.1934  0.0664    -0.4907 -9.1588
     30  -9.1970  0.0591    -0.4838 -9.1920
     31  -9.1979  0.0574    -0.4823 -9.1639
     32  -9.1979  0.0574    -0.4823 -9.1635
     33  -9.1979  0.0574    -0.4823 -9.1630
     34  -9.1979  0.0573    -0.4822 -9.1625
     35  -9.1986  0.0557    -0.4809 -9.1371
     36  -9.1993  0.0541    -0.4797 -9.1136
     37  -9.1999  0.0526    -0.4785 -9.0919
     38  -9.2005  0.0511    -0.4775 -9.0718
     39  -9.2011  0.0497    -0.4765 -9.0531
     40  -9.2031  0.0440    -0.4728 -8.9838
     41  -9.2048  0.0389    -0.4700 -8.9302

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0073  0.1899
      1   0.1022  0.0585     0.0075  0.1899
      2   0.1034  0.0580     0.0089  0.1900
      3   0.1060  0.0570     0.0114  0.1903
      4   0.1111  0.0557     0.0150  0.1912
      5   0.1174  0.0540     0.0202  0.1922
      6   0.1214  0.0517     0.0279  0.1925
      7   0.1279  0.0494     0.0358  0.1934
      8   0.1313  0.0482     0.0400  0.1939
      9   0.1339  0.0465     0.0460  0.1941
     10   0.1385  0.0449     0.0519  0.1947
     11   0.1396  0.0439     0.0554  0.1948
     12   0.1437  0.0423     0.0608  0.1953
     13   0.1468  0.0406     0.0665  0.1956
     14   0.1501  0.0391     0.0718  0.1960
     15   0.1506  0.0386     0.0733  0.1960
     16   0.1519  0.0376     0.0766  0.1961
     17   0.1522  0.0373     0.0777  0.1961
     18   0.1528  0.0367     0.0793  0.1961
     19   0.1533  0.0363     0.0808  0.1962
     20   0.1558  0.0351     0.0848  0.1965
     21   0.1563  0.0348     0.0860  0.1965
     22   0.1567  0.0344     0.0871  0.1965
     23   0.1589  0.0333     0.0909  0.1967
     24   0.1603  0.0325     0.0937  0.1968
     25   0.1622  0.0315     0.0973  0.1970
     26   0.1624  0.0312     0.0980  0.1971
     27   0.1629  0.0308     0.0993  0.1971
     28   0.1630  0.0307     0.0996  0.1971
     29   0.1641  0.0300     0.1020  0.1972
     30   0.1657  0.0292     0.1050  0.1973
     31   0.1666  0.0285     0.1070  0.1974
     32   0.1667  0.0285     0.1072  0.1974
     33   0.1667  0.0284     0.1074  0.1974
     34   0.1668  0.0284     0.1076  0.1974
     35   0.1676  0.0278     0.1096  0.1975
     36   0.1684  0.0273     0.1113  0.1975
     37   0.1691  0.0268     0.1129  0.1976
     38   0.1698  0.0263     0.1145  0.1976
     39   0.1704  0.0258     0.1161  0.1977
     40   0.1715  0.0252     0.1184  0.1978
     41   0.1726  0.0245     0.1204  0.1979

