Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2623  1.3374    -3.1335 -0.1273
      1  -0.7259  1.3241    -2.7710 -0.0671
      2  -0.4806  1.3582    -2.7700 -0.0386
      3  -0.5992  1.3394    -2.8741 -0.1519
      4  -0.4402  1.0393    -0.7538 -0.1402
      5  -0.3827  0.7999    -0.6158 -0.2774
      6  -0.3330  0.5839    -0.5350 -0.2791
      7  -0.3066  0.4248    -0.5331 -0.2801
      8  -0.2896  0.3017    -0.5309 -0.2802
      9  -0.2870  0.2233    -0.5304 -0.2845
     10  -0.2833  0.1646    -0.5301 -0.2846
     11  -0.2794  0.1188    -0.5286 -0.2846
     12  -0.2779  0.0887    -0.5281 -0.2846
     13  -0.3384  0.2314    -0.7471 -0.2877
     14  -0.3357  0.1851    -0.7462 -0.2883
     15  -0.3298  0.1514    -0.7398 -0.2881
     16  -0.3294  0.1335    -0.7396 -0.2885
     17  -0.3246  0.1193    -0.7335 -0.2882
     18  -0.3209  0.1104    -0.7281 -0.2880
     19  -0.3209  0.1073    -0.7282 -0.2881
     20  -0.3194  0.1042    -0.7257 -0.2880
     21  -0.3166  0.1009    -0.7211 -0.2879
     22  -0.3131  0.0971    -0.7142 -0.2876
     23  -0.3100  0.0938    -0.7073 -0.2875
     24  -0.3102  0.0936    -0.7074 -0.2876
     25  -0.3074  0.0907    -0.7004 -0.2874
     26  -0.3051  0.0880    -0.6932 -0.2873
     27  -0.3053  0.0879    -0.6936 -0.2874
     28  -0.3040  0.0864    -0.6892 -0.2873
     29  -0.2615  0.0849    -0.5300 -0.1879
     30  -0.2716  0.0725    -0.5315 -0.2758
     31  -0.2767  0.0656    -0.5324 -0.2803
     32  -0.2712  0.0566    -0.5274 -0.2794
     33  -0.2699  0.0538    -0.5262 -0.2793
     34  -0.2685  0.0513    -0.5251 -0.2791
     35  -0.2698  0.0483    -0.5251 -0.2803
     36  -0.2688  0.0464    -0.5243 -0.2801
     37  -0.2684  0.0454    -0.5240 -0.2800
     38  -0.2692  0.0432    -0.5240 -0.2808
     39  -0.2684  0.0419    -0.5234 -0.2806
     40  -0.2690  0.0399    -0.5235 -0.2813
     41  -0.2716  0.0313    -0.5237 -0.2837

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0968  0.0613     0.0001  0.1893
      1   0.0971  0.0611     0.0001  0.1893
      2   0.0988  0.0610     0.0001  0.1897
      3   0.0970  0.0616     0.0001  0.1895
      4   0.1088  0.0585     0.0038  0.1912
      5   0.1182  0.0551     0.0150  0.1924
      6   0.1210  0.0530     0.0230  0.1926
      7   0.1226  0.0517     0.0279  0.1927
      8   0.1238  0.0506     0.0316  0.1928
      9   0.1277  0.0486     0.0376  0.1932
     10   0.1281  0.0482     0.0388  0.1932
     11   0.1290  0.0475     0.0417  0.1932
     12   0.1293  0.0472     0.0425  0.1933
     13   0.0768  0.0401     0.0207  0.1523
     14   0.0775  0.0398     0.0217  0.1528
     15   0.0787  0.0395     0.0232  0.1535
     16   0.0792  0.0394     0.0240  0.1538
     17   0.0804  0.0391     0.0255  0.1546
     18   0.0815  0.0389     0.0269  0.1552
     19   0.0817  0.0389     0.0274  0.1553
     20   0.0822  0.0387     0.0281  0.1556
     21   0.0830  0.0386     0.0289  0.1561
     22   0.0840  0.0384     0.0299  0.1568
     23   0.0849  0.0383     0.0308  0.1573
     24   0.0851  0.0382     0.0311  0.1574
     25   0.0859  0.0381     0.0319  0.1579
     26   0.0866  0.0380     0.0328  0.1584
     27   0.0869  0.0379     0.0333  0.1585
     28   0.0874  0.0378     0.0340  0.1588
     29   0.0388  0.0134     0.0164  0.0604
     30   0.0400  0.0137     0.0173  0.0618
     31   0.0410  0.0138     0.0182  0.0630
     32   0.0422  0.0140     0.0192  0.0648
     33   0.0427  0.0140     0.0201  0.0653
     34   0.0433  0.0140     0.0209  0.0660
     35   0.0437  0.0139     0.0212  0.0663
     36   0.0442  0.0139     0.0215  0.0668
     37   0.0446  0.0139     0.0218  0.0670
     38   0.0448  0.0139     0.0220  0.0672
     39   0.0455  0.0139     0.0224  0.0678
     40   0.0457  0.0139     0.0227  0.0680
     41   0.0467  0.0140     0.0233  0.0689

