Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7587  2.0715    -9.1277 -2.6636
      1  -4.1477  1.1813    -6.0558 -2.4992
      2  -3.1977  0.7238    -4.2129 -2.4012
      3  -2.6693  0.5819    -3.2880 -2.3456
      4  -2.9517  0.6137    -3.5845 -2.6510
      5  -2.8697  0.4611    -3.1460 -2.6408
      6  -2.7884  0.8133    -3.3853 -2.4099
      7  -2.6841  0.7453    -3.1185 -2.3804
      8  -2.7345  1.1126    -5.2566 -2.3310
      9  -2.6006  0.8276    -3.1475 -2.3299
     10  -3.3409  1.7023    -7.9552 -2.3518
     11  -3.0172  1.3560    -6.8253 -2.3466
     12  -2.8175  1.0411    -4.7519 -2.3439
     13  -2.7034  0.7873    -3.5099 -2.3425
     14  -3.1393  1.3128    -6.7212 -2.3678
     15  -2.9543  1.0196    -4.6879 -2.3641
     16  -2.8493  0.7896    -3.8318 -2.3622
     17  -2.7925  0.6253    -3.6612 -2.3612
     18  -2.7272  0.5237    -3.5191 -2.3557
     19  -2.6712  0.4490    -3.3797 -2.3502
     20  -2.6323  0.3856    -3.3167 -2.3467
     21  -2.6573  0.3578    -3.3361 -2.3545
     22  -2.6809  0.3352    -3.3509 -2.3639
     23  -2.6508  0.3014    -3.2934 -2.3595
     24  -2.6799  0.2901    -3.3149 -2.3732
     25  -2.7032  0.2793    -3.3285 -2.3892
     26  -2.6774  0.2585    -3.2712 -2.3831
     27  -2.7002  0.2506    -3.2868 -2.4039
     28  -2.6699  0.2344    -3.2019 -2.3929
     29  -2.6917  0.2275    -3.2221 -2.4188
     30  -2.6721  0.2156    -3.1311 -2.4111
     31  -2.7001  0.2085    -3.1668 -2.4573
     32  -2.7272  0.2010    -3.2005 -2.5355
     33  -2.7534  0.1935    -3.2300 -2.5883
     34  -2.6831  0.1944    -3.1252 -2.4841
     35  -2.6677  0.1852    -3.1141 -2.4743
     36  -2.7361  0.1987    -3.2060 -2.5676
     37  -2.7487  0.1925    -3.2150 -2.5869
     38  -2.7636  0.1864    -3.2276 -2.5966
     39  -2.7489  0.1790    -3.1530 -2.5943
     40  -2.7693  0.1726    -3.1827 -2.6050
     41  -2.7911  0.1657    -3.2146 -2.6170

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1022  0.0584     0.0078  0.1899
      2   0.1025  0.0583     0.0082  0.1899
      3   0.1025  0.0583     0.0083  0.1899
      4   0.0960  0.0602     0.0043  0.1889
      5   0.1073  0.0577     0.0101  0.1908
      6   0.0517  0.0397     0.0004  0.1284
      7   0.0542  0.0410     0.0016  0.1345
      8   0.0271  0.0200     0.0001  0.0615
      9   0.0284  0.0196     0.0003  0.0621
     10   0.0100  0.0087     0.0000  0.0231
     11   0.0114  0.0084     0.0000  0.0241
     12   0.0123  0.0081     0.0001  0.0246
     13   0.0128  0.0078     0.0002  0.0249
     14   0.0076  0.0046     0.0000  0.0130
     15   0.0081  0.0042     0.0001  0.0132
     16   0.0085  0.0040     0.0002  0.0132
     17   0.0086  0.0039     0.0004  0.0133
     18   0.0090  0.0040     0.0004  0.0136
     19   0.0094  0.0042     0.0005  0.0139
     20   0.0098  0.0044     0.0006  0.0152
     21   0.0102  0.0047     0.0006  0.0166
     22   0.0107  0.0049     0.0007  0.0176
     23   0.0112  0.0051     0.0008  0.0182
     24   0.0118  0.0053     0.0008  0.0190
     25   0.0123  0.0054     0.0009  0.0195
     26   0.0128  0.0055     0.0010  0.0199
     27   0.0134  0.0056     0.0012  0.0202
     28   0.0140  0.0057     0.0014  0.0206
     29   0.0145  0.0057     0.0016  0.0212
     30   0.0151  0.0058     0.0019  0.0222
     31   0.0157  0.0059     0.0022  0.0234
     32   0.0163  0.0060     0.0026  0.0244
     33   0.0168  0.0061     0.0031  0.0251
     34   0.0155  0.0056     0.0023  0.0223
     35   0.0160  0.0056     0.0028  0.0231
     36   0.0143  0.0051     0.0018  0.0201
     37   0.0147  0.0051     0.0021  0.0203
     38   0.0152  0.0051     0.0025  0.0205
     39   0.0156  0.0050     0.0030  0.0207
     40   0.0160  0.0051     0.0036  0.0215
     41   0.0164  0.0051     0.0042  0.0224

