Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6257  2.7237    -9.0018 -0.5032
      1  -2.1870  1.3928    -4.3391 -0.2477
      2  -3.3335  0.8132    -4.4474 -2.4288
      3  -3.8666  0.6199    -4.5878 -3.4331
      4  -4.1434  0.5890    -4.7592 -3.8119
      5  -4.3347  0.6474    -5.1992 -4.0751
      6  -4.2170  0.3575    -4.5207 -4.0688
      7  -4.2345  0.2825    -4.5008 -4.2220
      8  -4.2334  0.2287    -4.4787 -4.2234
      9  -4.2329  0.1935    -4.4780 -4.2248
     10  -4.2239  0.1189    -4.4755 -4.2248
     11  -4.2238  0.1016    -4.4752 -4.2253
     12  -4.2211  0.0780    -4.4739 -4.2253
     13  -4.3032  0.1881    -4.7188 -4.2306
     14  -4.2423  0.1375    -4.6267 -4.2263
     15  -4.2237  0.0991    -4.4764 -4.2255
     16  -4.2213  0.0798    -4.4744 -4.2256
     17  -4.2204  0.0685    -4.4736 -4.2257
     18  -4.2194  0.0607    -4.4726 -4.2258
     19  -4.2189  0.0560    -4.4720 -4.2258

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0071  0.1899
      1   0.1024  0.0585     0.0074  0.1899
      2   0.1017  0.0589     0.0062  0.1898
      3   0.1016  0.0590     0.0058  0.1899
      4   0.1003  0.0592     0.0051  0.1896
      5   0.0987  0.0606     0.0038  0.1897
      6   0.1123  0.0564     0.0127  0.1915
      7   0.1203  0.0535     0.0204  0.1925
      8   0.1215  0.0525     0.0243  0.1926
      9   0.1228  0.0515     0.0279  0.1927
     10   0.1241  0.0504     0.0319  0.1928
     11   0.1246  0.0500     0.0333  0.1928
     12   0.1253  0.0494     0.0355  0.1929
     13   0.0681  0.0390     0.0146  0.1420
     14   0.0763  0.0409     0.0176  0.1524
     15   0.0821  0.0407     0.0218  0.1569
     16   0.0831  0.0404     0.0235  0.1574
     17   0.0836  0.0402     0.0244  0.1576
     18   0.0841  0.0399     0.0255  0.1578
     19   0.0845  0.0398     0.0264  0.1580

