Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.4784  1.4544    -4.1296 -0.1471
      1  -0.7991  1.2247    -2.0447 -0.0800
      2  -0.4993  1.1362    -1.2093 -0.0509
      3  -0.3631  1.3440    -2.4173 -0.0264
      4  -1.1055  2.1275    -7.0648 -0.0570
      5  -0.7219  1.6483    -5.1228 -0.0528
      6  -0.7175  1.5187    -4.3933 -0.1058
      7  -0.5215  1.2222    -1.6138 -0.0955
      8  -0.4599  1.0005    -0.9361 -0.1878
      9  -0.3682  0.7707    -0.6778 -0.1832
     10  -0.3240  0.5667    -0.6128 -0.2106
     11  -0.7010  1.6904    -5.3162 -0.0439
     12  -0.4640  1.2663    -1.8542 -0.0421
     13  -0.3279  0.9490    -0.7793 -0.0403
     14  -0.2490  0.7137    -0.6635 -0.0388
     15  -0.3001  0.7034    -0.7181 -0.0555
     16  -0.2546  0.5301    -0.6336 -0.0539
     17  -0.2739  0.4569    -0.6535 -0.0770
     18  -0.2825  0.3742    -0.6586 -0.1115
     19  -0.2637  0.6407    -0.6639 -0.0477

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0617     0.0001  0.1892
      1   0.0979  0.0607     0.0001  0.1894
      2   0.1008  0.0599     0.0003  0.1899
      3   0.0969  0.0609     0.0001  0.1892
      4   0.0394  0.0396     0.0000  0.1179
      5   0.0438  0.0394     0.0000  0.1218
      6   0.0487  0.0431     0.0001  0.1349
      7   0.0572  0.0441     0.0001  0.1430
      8   0.0653  0.0454     0.0018  0.1511
      9   0.0727  0.0451     0.0072  0.1562
     10   0.0750  0.0443     0.0109  0.1572
     11   0.0228  0.0165     0.0000  0.0499
     12   0.0242  0.0160     0.0001  0.0507
     13   0.0259  0.0156     0.0011  0.0519
     14   0.0275  0.0154     0.0028  0.0531
     15   0.0279  0.0159     0.0027  0.0544
     16   0.0294  0.0158     0.0046  0.0555
     17   0.0316  0.0166     0.0060  0.0594
     18   0.0338  0.0170     0.0074  0.0618
     19   0.0238  0.0120     0.0028  0.0422

