Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0252  1.7801    -5.9739 -0.0709
      1  -1.2588  1.7001    -5.9822 -0.4315
      2  -1.4568  1.6900    -6.1663 -0.6921
      3  -2.0740  2.0278    -7.5257 -0.8277
      4  -3.1202  2.3541    -8.4288 -0.9470
      5  -4.8229  2.7535    -9.0743 -0.5465
      6  -4.9390  2.7742    -9.1130 -0.5751
      7  -5.1358  2.7983    -9.1643 -0.6294
      8  -5.4305  2.8132    -8.8677 -0.7247
      9  -5.8200  2.7879    -7.1644 -0.8926
     10  -6.2500  2.6969    -5.9058 -1.1618
     11  -6.6375  2.5520    -5.0963 -1.4879
     12  -7.3567  2.0478    -4.1605 -2.3619
     13  -7.6649  1.7060    -3.8378 -3.7897
     14  -7.8640  1.4181    -3.6466 -5.5191
     15  -8.0680  1.1353    -3.3599 -6.4373
     16  -8.2500  0.9510    -2.9463 -6.9389
     17  -8.2837  0.8516    -2.9227 -7.0086
     18  -8.4190  0.7471    -2.5357 -7.3211
     19  -8.5168  0.6698    -2.2517 -7.5268

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0897  0.0645     0.0000  0.1886
      1   0.0868  0.0647     0.0000  0.1880
      2   0.0828  0.0653     0.0000  0.1876
      3   0.0414  0.0465     0.0000  0.1396
      4   0.0103  0.0127     0.0000  0.0328
      5   0.0004  0.0015     0.0000  0.0001
      6   0.0007  0.0020     0.0000  0.0033
      7   0.0012  0.0026     0.0000  0.0049
      8   0.0020  0.0031     0.0000  0.0058
      9   0.0030  0.0034     0.0000  0.0062
     10   0.0041  0.0035     0.0000  0.0064
     11   0.0051  0.0031     0.0000  0.0066
     12   0.0058  0.0027     0.0000  0.0066
     13   0.0063  0.0022     0.0000  0.0067
     14   0.0067  0.0017     0.0001  0.0067
     15   0.0068  0.0014     0.0002  0.0067
     16   0.0069  0.0012     0.0003  0.0067
     17   0.0070  0.0010     0.0004  0.0067
     18   0.0070  0.0010     0.0004  0.0067
     19   0.0071  0.0010     0.0004  0.0068

