trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  493 280.00  0.00 800.00  8.60  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  681 380.00  0.00 800.00 156.00  1
  4  682 380.00  0.00 800.00 260.00  0
  5  771 430.00  0.00 800.00 156.00  0
  6  663 370.00  0.00 800.00 156.00  1
  7  789 440.00  0.00 800.00 156.00  0
  8  789 430.00  0.00 800.00 260.00  0
  9  663 370.00  0.00 800.00 156.00  1
 10  771 430.00  0.00 800.00 156.00  0
 11  681 380.00  0.00 800.00 156.00  1
 12  771 410.00  0.00 800.00 104.00  1
 13  771 430.00  0.00 800.00 104.00  1
 14  771 430.00  0.00 800.00 260.00  0
 15  771 420.00  0.00 800.00 260.00  0
 16  377 210.00  0.00 800.00 520.00  0
 17 1252 700.00  0.00 800.00 17.20  0
 18  663 370.00  0.00 800.00 156.00  0
 19  645 360.00  0.00 800.00 156.00  1
 20  645 380.00  0.00 800.00 260.00  0
 21  645 360.00  0.00 800.00 260.00  0
 22  645 350.00  0.00 800.00 104.00  1
 23  645 380.00  0.00 800.00 260.00  0
 24  645 370.00  0.00 800.00 104.00  1
 25  645 360.00  0.00 800.00 104.00  1
 26  663 370.00  0.00 800.00 156.00  0
 27  645 350.00  0.00 800.00 104.00  1
 28  645 360.00  0.00 800.00 104.00  1
 29  645 380.00  0.00 800.00 104.00  1
 30  645 340.00  0.00 800.00 260.00  0
 31  645 350.00  0.00 800.00 260.00  0
 32  645 380.00  0.00 800.00 104.00  1
 33  645 370.00  0.00 800.00 260.00  0
 34  645 360.00  0.00 800.00 260.00  0
 35  645 340.00  0.00 800.00 260.00  0
 36  663 370.00  0.00 800.00 156.00  0
 37  663 350.00  0.00 800.00 104.00  1
 38  663 380.00  0.00 800.00 104.00  1
 39  663 350.00  0.00 800.00 104.00  1
 40  663 360.00  0.00 800.00 260.00  0
 41  663 360.00  0.00 800.00 104.00  1
