Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7572  2.0721    -9.1276 -2.6624
      1  -4.1474  1.1826    -6.0567 -2.4986
      2  -5.0899  0.6935    -6.1467 -4.2811
      3  -4.6583  0.4938    -5.3367 -4.2392
      4  -4.3698  0.4138    -4.8928 -4.0437
      5  -4.2150  0.3973    -4.6890 -3.8993
      6  -4.2645  0.2749    -4.6905 -4.2385
      7  -4.2520  0.2116    -4.6473 -4.2394
      8  -4.2479  0.1723    -4.6317 -4.2400
      9  -4.2530  0.1328    -4.6304 -4.2435
     10  -4.2513  0.1160    -4.6211 -4.2437
     11  -4.2532  0.1013    -4.6208 -4.2452
     12  -4.2542  0.0936    -4.6206 -4.2462
     13  -4.2547  0.0896    -4.6203 -4.2468
     14  -4.2554  0.0867    -4.6202 -4.2475
     15  -4.2535  0.0828    -4.6059 -4.2474
     16  -4.2538  0.0819    -4.6058 -4.2477
     17  -4.2530  0.0804    -4.5996 -4.2477
     18  -4.2533  0.0797    -4.5996 -4.2479
     19  -4.2527  0.0787    -4.5940 -4.2479
     20  -4.2522  0.0778    -4.5889 -4.2479
     21  -4.2507  0.0752    -4.5713 -4.2478
     22  -4.2511  0.0744    -4.5717 -4.2482
     23  -4.2512  0.0742    -4.5718 -4.2483
     24  -4.2504  0.0728    -4.5614 -4.2483
     25  -4.2499  0.0720    -4.5551 -4.2483
     26  -4.2495  0.0713    -4.5491 -4.2483
     27  -4.2493  0.0709    -4.5456 -4.2482
     28  -4.2498  0.0701    -4.5463 -4.2487
     29  -4.2488  0.0683    -4.5301 -4.2486
     30  -4.2490  0.0680    -4.5304 -4.2488
     31  -4.2491  0.0678    -4.5306 -4.2489
     32  -4.2492  0.0675    -4.5308 -4.2490
     33  -4.2487  0.0666    -4.5219 -4.2490
     34  -4.2488  0.0665    -4.5220 -4.2490
     35  -4.2488  0.0664    -4.5221 -4.2491
     36  -4.2489  0.0662    -4.5223 -4.2492
     37  -4.2492  0.0657    -4.5229 -4.2494
     38  -4.2488  0.0649    -4.5142 -4.2494
     39  -4.2480  0.0634    -4.5123 -4.2494
     40  -4.2473  0.0621    -4.5116 -4.2493
     41  -4.2476  0.0617    -4.5117 -4.2495

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0586     0.0073  0.1898
      2   0.1017  0.0587     0.0069  0.1898
      3   0.1026  0.0583     0.0080  0.1899
      4   0.1023  0.0586     0.0074  0.1899
      5   0.1006  0.0588     0.0067  0.1896
      6   0.1116  0.0554     0.0150  0.1911
      7   0.1147  0.0537     0.0208  0.1914
      8   0.1160  0.0528     0.0238  0.1915
      9   0.1177  0.0517     0.0282  0.1917
     10   0.1184  0.0512     0.0298  0.1918
     11   0.1192  0.0506     0.0318  0.1918
     12   0.1198  0.0502     0.0333  0.1919
     13   0.1202  0.0499     0.0343  0.1919
     14   0.1207  0.0496     0.0354  0.1920
     15   0.1216  0.0491     0.0370  0.1920
     16   0.1217  0.0489     0.0374  0.1921
     17   0.1221  0.0487     0.0382  0.1921
     18   0.1223  0.0485     0.0387  0.1921
     19   0.1226  0.0483     0.0394  0.1921
     20   0.1229  0.0482     0.0400  0.1922
     21   0.1236  0.0478     0.0414  0.1922
     22   0.1239  0.0476     0.0420  0.1923
     23   0.1240  0.0475     0.0422  0.1923
     24   0.1244  0.0473     0.0429  0.1923
     25   0.1247  0.0471     0.0434  0.1923
     26   0.1249  0.0470     0.0439  0.1924
     27   0.1251  0.0469     0.0442  0.1924
     28   0.1254  0.0467     0.0448  0.1924
     29   0.1259  0.0464     0.0456  0.1925
     30   0.1260  0.0464     0.0459  0.1925
     31   0.1261  0.0463     0.0461  0.1925
     32   0.1262  0.0462     0.0464  0.1925
     33   0.1265  0.0461     0.0469  0.1925
     34   0.1265  0.0460     0.0471  0.1925
     35   0.1266  0.0460     0.0472  0.1925
     36   0.1267  0.0459     0.0474  0.1925
     37   0.1269  0.0458     0.0479  0.1925
     38   0.1271  0.0457     0.0484  0.1926
     39   0.1275  0.0455     0.0489  0.1926
     40   0.1278  0.0453     0.0494  0.1926
     41   0.1280  0.0452     0.0497  0.1927

