trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 4
6.0, 200, 0.0, 800, 4
7.0, 300, 0.0, 800, 4
8.0, 350, 0.0, 800, 4
9.0, 375, 0.0, 800, 4
10.0, 387, 0.0, 800, 4
11.0, 400, 0.0, 800, 2
12.0, 600, 0.0, 800, 2
13.0, 700, 0.0, 800, 2
14.0, 750, 0.0, 800, 2
15.0, 775, 0.0, 800, 2
16.0, 787, 0.0, 800, 2
17.0, 800, 52.0, 400, 0
18.0, 800, 52.0, 200, 0
19.0, 800, 52.0, 100, 0
20.0, 800, 52.0, 50, 0
21.0, 800, 52.0, 75, 0
22.0, 800, 52.0, 87, 0
23.0, 400, 0.0, 800, 26
24.0, 200, 0.0, 800, 26
25.0, 100, 0.0, 800, 26
26.0, 50, 0.0, 800, 26
27.0, 75, 0.0, 800, 26
28.0, 87, 0.0, 800, 26
29.0, 800, 156.0, 400, 0
30.0, 800, 156.0, 200, 0
31.0, 800, 156.0, 100, 0
32.0, 800, 156.0, 50, 0
33.0, 800, 156.0, 75, 0
34.0, 800, 156.0, 87, 0
35.0, 400, 0.0, 800, 520
36.0, 200, 0.0, 800, 520
37.0, 100, 0.0, 800, 520
38.0, 50, 0.0, 800, 520
39.0, 25, 0.0, 800, 520
40.0, 12, 0.0, 800, 520
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 750, 0.0, 800, 1
45.0, 775, 0.0, 800, 1
46.0, 787, 0.0, 800, 1
