trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 1
6.0, 600, 0.0, 800, 1
7.0, 500, 0.0, 800, 1
8.0, 450, 0.0, 800, 1
9.0, 425, 0.0, 800, 1
10.0, 437, 0.0, 800, 1
11.0, 400, 0.0, 800, 520
12.0, 200, 0.0, 800, 520
13.0, 100, 0.0, 800, 520
14.0, 50, 0.0, 800, 520
15.0, 25, 0.0, 800, 520
16.0, 12, 0.0, 800, 520
17.0, 800, 52.0, 400, 0
18.0, 800, 52.0, 200, 0
19.0, 800, 52.0, 100, 0
20.0, 800, 52.0, 50, 0
21.0, 800, 52.0, 25, 0
22.0, 800, 52.0, 37, 0
23.0, 800, 26.0, 400, 0
24.0, 800, 26.0, 200, 0
25.0, 800, 26.0, 100, 0
26.0, 800, 26.0, 50, 0
27.0, 800, 26.0, 75, 0
28.0, 800, 26.0, 87, 0
29.0, 800, 156.0, 400, 0
30.0, 800, 156.0, 200, 0
31.0, 800, 156.0, 100, 0
32.0, 800, 156.0, 50, 0
33.0, 800, 156.0, 75, 0
34.0, 800, 156.0, 87, 0
35.0, 800, 4.0, 400, 0
36.0, 800, 4.0, 600, 0
37.0, 800, 4.0, 500, 0
38.0, 800, 4.0, 450, 0
39.0, 800, 4.0, 425, 0
40.0, 800, 4.0, 437, 0
41.0, 400, 0.0, 800, 2
42.0, 600, 0.0, 800, 2
43.0, 500, 0.0, 800, 2
44.0, 550, 0.0, 800, 2
45.0, 575, 0.0, 800, 2
46.0, 587, 0.0, 800, 2
