Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6624  2.1380    -9.1065 -2.4827
      1  -7.4222  1.2235    -6.5450 -5.8836
      2  -6.5512  0.8208    -7.6403 -5.8070
      3  -7.0929  0.7113    -7.9635 -6.6914
      4  -7.2724  0.6350    -8.1493 -7.0141
      5  -7.0788  0.5869    -7.6029 -6.9031
      6  -7.1962  1.0622    -8.4994 -6.5107
      7  -7.2799  0.8242    -8.4021 -6.9986
      8  -7.3230  0.6446    -8.3249 -7.1141
      9  -7.0402  1.5488    -8.9532 -3.2905
     10  -7.2281  1.2303    -8.9458 -5.8576
     11  -7.4120  1.7178    -7.8589 -3.1351
     12  -7.6424  1.3756    -7.5514 -5.5240
     13  -7.7745  1.1128    -7.3903 -6.8467
     14  -7.9844  1.3338    -4.3034 -6.3339
     15  -8.1105  1.0690    -4.1845 -7.1154
     16  -8.1778  0.8893    -4.1247 -7.2135
     17  -8.3347  0.9852    -2.9164 -7.3827
     18  -8.3927  0.8141    -2.8771 -7.4627
     19  -8.4228  0.7078    -2.8572 -7.5045

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0589     0.0062  0.1898
      1   0.1016  0.0588     0.0064  0.1898
      2   0.1005  0.0593     0.0055  0.1897
      3   0.0991  0.0598     0.0047  0.1895
      4   0.1012  0.0593     0.0065  0.1899
      5   0.1056  0.0584     0.0069  0.1906
      6   0.0534  0.0448     0.0001  0.1412
      7   0.0582  0.0445     0.0012  0.1445
      8   0.0614  0.0441     0.0036  0.1466
      9   0.0164  0.0142     0.0000  0.0406
     10   0.0178  0.0139     0.0001  0.0413
     11   0.0093  0.0068     0.0000  0.0192
     12   0.0101  0.0066     0.0001  0.0196
     13   0.0106  0.0063     0.0001  0.0198
     14   0.0083  0.0043     0.0001  0.0132
     15   0.0086  0.0041     0.0002  0.0133
     16   0.0088  0.0039     0.0004  0.0134
     17   0.0079  0.0031     0.0002  0.0120
     18   0.0080  0.0030     0.0004  0.0120
     19   0.0081  0.0029     0.0004  0.0120

