Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0165  1.7363    -5.7922 -0.0738
      1  -1.2280  1.6313    -5.6684 -0.4464
      2  -1.3868  1.5839    -5.6681 -0.7203
      3  -1.8640  1.8602    -7.0443 -0.8484
      4  -2.8371  2.2836    -8.2560 -0.9772
      5  -4.6656  2.5509    -8.9688 -0.8341
      6  -4.6582  2.4826    -8.9494 -1.0625
      7  -4.6517  2.4177    -8.9302 -1.3066
      8  -3.6684  1.9683    -8.0455 -1.2380
      9  -3.5337  1.8008    -7.5336 -1.3588
     10  -4.3238  1.7659    -8.1104 -1.9040
     11  -3.8041  1.4444    -6.6927 -1.8700
     12  -3.7476  1.2998    -6.0504 -1.9753
     13  -4.2866  1.2727    -6.7091 -2.5962
     14  -3.9637  1.0712    -5.6425 -2.4884
     15  -4.1629  0.9466    -5.6825 -2.9811
     16  -3.8862  0.8913    -5.2189 -2.7695
     17  -4.1102  0.8454    -5.3987 -3.1437
     18  -4.0970  0.7489    -5.2946 -3.1876
     19  -3.9043  0.7000    -4.9871 -3.0260

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0901  0.0640     0.0000  0.1884
      1   0.0884  0.0638     0.0000  0.1879
      2   0.0871  0.0642     0.0000  0.1878
      3   0.0578  0.0566     0.0000  0.1702
      4   0.0155  0.0195     0.0000  0.0519
      5   0.0030  0.0038     0.0000  0.0065
      6   0.0042  0.0039     0.0000  0.0068
      7   0.0053  0.0036     0.0000  0.0069
      8   0.0057  0.0037     0.0000  0.0085
      9   0.0065  0.0033     0.0000  0.0092
     10   0.0061  0.0030     0.0000  0.0069
     11   0.0065  0.0029     0.0000  0.0072
     12   0.0069  0.0025     0.0001  0.0077
     13   0.0068  0.0025     0.0001  0.0070
     14   0.0070  0.0025     0.0001  0.0081
     15   0.0072  0.0025     0.0001  0.0092
     16   0.0072  0.0025     0.0001  0.0094
     17   0.0073  0.0025     0.0001  0.0097
     18   0.0074  0.0023     0.0003  0.0098
     19   0.0075  0.0024     0.0003  0.0102

