Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0936  1.4256    -4.1340 -0.2244
      1  -3.1071  0.9439    -4.2088 -2.1579
      2  -3.6286  0.7852    -4.4481 -3.0967
      3  -3.3364  0.6669    -3.9031 -2.9554
      4  -3.5057  0.6590    -4.0471 -3.2450
      5  -3.4363  0.4787    -3.7171 -3.2530
      6  -3.4486  0.3609    -3.6897 -3.4322
      7  -3.4372  0.2577    -3.6872 -3.4330
      8  -3.4351  0.1908    -3.6865 -3.4344
      9  -3.4320  0.1421    -3.6856 -3.4346
     10  -3.3763  0.3835    -3.6878 -3.1918
     11  -3.4209  0.3165    -3.6897 -3.2671
     12  -3.4110  0.2369    -3.6851 -3.2717
     13  -3.3141  0.5403    -3.6900 -3.1199
     14  -3.2456  0.5202    -3.6681 -3.0345
     15  -3.3494  0.6493    -3.7739 -3.0914
     16  -3.4018  0.6140    -3.8194 -3.1776
     17  -3.3900  0.4670    -3.7473 -3.1931
     18  -3.4155  0.3989    -3.7579 -3.2254
     19  -3.4270  0.3236    -3.7492 -3.2721
     20  -3.4128  0.2507    -3.6861 -3.2694
     21  -3.4047  0.1952    -3.6819 -3.2682
     22  -3.4072  0.1542    -3.6816 -3.2869
     23  -3.4196  0.1236    -3.6821 -3.3952
     24  -3.4167  0.1003    -3.6801 -3.3926
     25  -3.4153  0.0853    -3.6791 -3.3924
     26  -3.4140  0.0760    -3.6782 -3.3901
     27  -3.4215  0.0585    -3.6785 -3.4328
     28  -3.4205  0.0535    -3.6778 -3.4326
     29  -3.4202  0.0506    -3.6775 -3.4326
     30  -3.4199  0.0487    -3.6772 -3.4326
     31  -3.4197  0.0477    -3.6771 -3.4326
     32  -3.4238  0.0349    -3.6773 -3.4366
     33  -3.4251  0.0295    -3.6774 -3.4378
     34  -3.4263  0.0232    -3.6774 -3.4390
     35  -3.4265  0.0217    -3.6774 -3.4393
     36  -3.4267  0.0207    -3.6774 -3.4394
     37  -3.4275  0.0160    -3.6776 -3.4401
     38  -3.4303  0.0302    -3.6801 -3.4404
     39  -3.4422  0.0623    -3.7239 -3.4410
     40  -3.4372  0.0516    -3.6870 -3.4408
     41  -3.4424  0.0621    -3.7261 -3.4411

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0996  0.0600     0.0026  0.1896
      1   0.0994  0.0602     0.0023  0.1897
      2   0.0989  0.0604     0.0021  0.1896
      3   0.0994  0.0597     0.0028  0.1895
      4   0.1004  0.0598     0.0024  0.1898
      5   0.1115  0.0568     0.0104  0.1914
      6   0.1201  0.0534     0.0210  0.1925
      7   0.1219  0.0519     0.0266  0.1926
      8   0.1230  0.0510     0.0300  0.1926
      9   0.1236  0.0504     0.0319  0.1927
     10   0.0613  0.0373     0.0092  0.1305
     11   0.0671  0.0386     0.0121  0.1384
     12   0.0690  0.0381     0.0151  0.1395
     13   0.0350  0.0205     0.0029  0.0696
     14   0.0363  0.0218     0.0032  0.0738
     15   0.0291  0.0168     0.0007  0.0562
     16   0.0300  0.0168     0.0013  0.0573
     17   0.0317  0.0164     0.0044  0.0584
     18   0.0336  0.0168     0.0066  0.0608
     19   0.0356  0.0169     0.0080  0.0628
     20   0.0374  0.0167     0.0097  0.0645
     21   0.0388  0.0165     0.0115  0.0656
     22   0.0396  0.0163     0.0132  0.0662
     23   0.0414  0.0165     0.0145  0.0680
     24   0.0423  0.0164     0.0154  0.0686
     25   0.0429  0.0162     0.0161  0.0688
     26   0.0436  0.0161     0.0169  0.0694
     27   0.0451  0.0162     0.0183  0.0714
     28   0.0461  0.0162     0.0195  0.0723
     29   0.0464  0.0161     0.0203  0.0725
     30   0.0469  0.0160     0.0210  0.0729
     31   0.0472  0.0159     0.0213  0.0732
     32   0.0486  0.0160     0.0222  0.0744
     33   0.0492  0.0159     0.0228  0.0749
     34   0.0502  0.0160     0.0236  0.0757
     35   0.0505  0.0159     0.0240  0.0758
     36   0.0506  0.0158     0.0243  0.0759
     37   0.0518  0.0162     0.0250  0.0780
     38   0.0431  0.0129     0.0211  0.0628
     39   0.0359  0.0106     0.0162  0.0519
     40   0.0367  0.0105     0.0169  0.0526
     41   0.0366  0.0106     0.0168  0.0525

