trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1282 720.00  0.00 800.00  3.00  1
  1  737 410.00  0.00 800.00 520.00  0
  2  663 370.00  0.00 800.00 156.00  0
  3  769 430.00  0.00 800.00 52.00  0
  4  822 460.00  0.00 800.00 26.00  1
  5  661 370.00  0.00 800.00 52.00  0
  6  804 450.00  0.00 800.00 26.00  0
  7  822 460.00  0.00 800.00 26.00  0
  8  678 380.00  0.00 800.00 26.00  1
  9  822 450.00  0.00 800.00 21.50  1
 10  822 480.00  0.00 800.00 21.50  1
 11  822 450.00  0.00 800.00 52.00  0
 12  822 470.00  0.00 800.00 52.00  0
 13  822 470.00  0.00 800.00 52.00  0
 14  822 460.00  0.00 800.00 52.00  0
 15  822 450.00  0.00 800.00 52.00  0
 16  822 460.00  0.00 800.00 21.50  0
 17  840 470.00  0.00 800.00 26.00  1
 18  822 480.00  0.00 800.00 52.00  0
 19  822 450.00  0.00 800.00 52.00  0
 20  822 480.00  0.00 800.00 21.50  0
 21  858 480.00  0.00 800.00 26.00  0
 22  642 360.00  0.00 800.00 26.00  1
 23  858 460.00  0.00 800.00 21.50  0
 24  642 380.00  0.00 800.00 52.00  0
 25  642 350.00  0.00 800.00 52.00  0
 26  642 350.00  0.00 800.00 21.50  0
 27  641 360.00  0.00 800.00 21.50  0
 28  550 310.00  0.00 800.00 17.20  1
 29  568 320.00  0.00 800.00 17.20  1
 30  515 290.00  0.00 800.00 21.50  1
 31  533 300.00  0.00 800.00 21.50  1
 32  569 320.00  0.00 800.00 21.50  1
 33  623 350.00  0.00 800.00 21.50  1
 34  588 330.00  0.00 800.00 26.00  0
 35  533 300.00  0.00 800.00 21.50  1
 36  551 310.00  0.00 800.00 21.50  1
 37  569 320.00  0.00 800.00 21.50  1
 38  768 430.00  0.00 800.00 26.00  0
 39  786 440.00  0.00 800.00 26.00  0
 40  569 320.00  0.00 800.00 21.50  1
 41  786 450.00  0.00 800.00 52.00  0
