Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2334  1.9762    -6.3727 -0.3426
      1  -1.6810  1.1831    -3.3610 -0.1843
      2  -2.5725  0.7932    -3.4767 -1.8692
      3  -2.1584  0.6780    -2.7770 -1.7135
      4  -1.9888  0.5931    -2.4366 -1.6299
      5  -2.1482  0.5498    -2.5540 -1.9209
      6  -2.1026  0.4350    -2.3688 -1.9125
      7  -2.0999  0.3166    -2.3675 -1.9466
      8  -2.0864  0.2468    -2.3631 -1.9401
      9  -2.2383  0.8800    -2.7921 -1.8782
     10  -2.2066  0.6844    -2.6127 -1.9901
     11  -2.1543  0.5227    -2.4864 -2.0011
     12  -2.1463  0.3990    -2.4559 -2.1159
     13  -2.1251  0.3005    -2.3708 -2.1162
     14  -2.1244  0.2278    -2.3703 -2.1217
     15  -2.1170  0.1662    -2.3668 -2.1219
     16  -2.1579  0.3739    -2.5309 -2.1211
     17  -2.2769  0.6518    -2.6335 -2.1217
     18  -2.2233  0.5299    -2.6109 -2.1211
     19  -2.1843  0.4208    -2.5841 -2.1208
     20  -2.1641  0.3156    -2.5661 -2.1214
     21  -2.1666  0.2569    -2.5716 -2.1250
     22  -2.1828  0.2374    -2.5889 -2.1280
     23  -2.1473  0.1981    -2.5304 -2.1257
     24  -2.1305  0.1550    -2.4266 -2.1250
     25  -2.1797  0.2776    -2.5846 -2.1266
     26  -2.2485  0.3508    -2.6153 -2.1327
     27  -2.1942  0.3467    -2.5938 -2.1263
     28  -2.2730  0.4577    -2.6208 -2.1323
     29  -2.3145  0.4368    -2.6258 -2.1441
     30  -2.3391  0.3802    -2.6272 -2.1633
     31  -2.3521  0.3117    -2.6274 -2.1914
     32  -2.3714  0.2806    -2.6285 -2.2747
     33  -2.3727  0.2173    -2.6280 -2.3611
     34  -2.3659  0.4528    -2.6320 -2.1756
     35  -2.3645  0.3613    -2.6307 -2.1984
     36  -2.3674  0.2899    -2.6300 -2.2360
     37  -2.3819  0.2770    -2.6314 -2.3673
     38  -2.3732  0.2061    -2.6290 -2.3668
     39  -2.3768  0.1704    -2.6290 -2.3814
     40  -2.3763  0.1307    -2.6285 -2.3835
     41  -2.3755  0.0998    -2.6281 -2.3844

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0593     0.0051  0.1897
      1   0.1010  0.0591     0.0056  0.1897
      2   0.1001  0.0594     0.0046  0.1896
      3   0.1004  0.0593     0.0049  0.1897
      4   0.1030  0.0586     0.0067  0.1901
      5   0.1054  0.0575     0.0085  0.1903
      6   0.1149  0.0555     0.0149  0.1919
      7   0.1180  0.0534     0.0227  0.1921
      8   0.1236  0.0515     0.0293  0.1929
      9   0.0495  0.0366     0.0001  0.1170
     10   0.0551  0.0365     0.0027  0.1218
     11   0.0601  0.0363     0.0074  0.1259
     12   0.0645  0.0359     0.0116  0.1293
     13   0.0686  0.0356     0.0159  0.1328
     14   0.0721  0.0352     0.0199  0.1356
     15   0.0743  0.0347     0.0229  0.1370
     16   0.0473  0.0228     0.0107  0.0851
     17   0.0326  0.0171     0.0027  0.0598
     18   0.0349  0.0170     0.0057  0.0614
     19   0.0368  0.0167     0.0082  0.0629
     20   0.0381  0.0163     0.0101  0.0639
     21   0.0398  0.0163     0.0123  0.0658
     22   0.0408  0.0166     0.0136  0.0673
     23   0.0422  0.0164     0.0147  0.0681
     24   0.0439  0.0164     0.0160  0.0696
     25   0.0354  0.0139     0.0107  0.0565
     26   0.0329  0.0142     0.0087  0.0548
     27   0.0317  0.0127     0.0086  0.0507
     28   0.0288  0.0128     0.0067  0.0479
     29   0.0300  0.0136     0.0071  0.0514
     30   0.0319  0.0142     0.0079  0.0543
     31   0.0338  0.0145     0.0091  0.0566
     32   0.0355  0.0150     0.0098  0.0595
     33   0.0371  0.0150     0.0116  0.0607
     34   0.0266  0.0114     0.0057  0.0433
     35   0.0279  0.0113     0.0074  0.0447
     36   0.0291  0.0113     0.0083  0.0459
     37   0.0296  0.0115     0.0084  0.0468
     38   0.0304  0.0113     0.0095  0.0472
     39   0.0316  0.0114     0.0104  0.0481
     40   0.0324  0.0113     0.0116  0.0488
     41   0.0328  0.0112     0.0127  0.0492

