trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 2.0, 400, 0
6.0, 800, 2.0, 600, 0
7.0, 800, 2.0, 700, 0
8.0, 800, 2.0, 750, 0
9.0, 800, 2.0, 725, 0
10.0, 800, 2.0, 737, 0
11.0, 400, 0.0, 800, 52
12.0, 200, 0.0, 800, 52
13.0, 100, 0.0, 800, 52
14.0, 50, 0.0, 800, 52
15.0, 25, 0.0, 800, 52
16.0, 37, 0.0, 800, 52
17.0, 400, 0.0, 800, 520
18.0, 200, 0.0, 800, 520
19.0, 100, 0.0, 800, 520
20.0, 50, 0.0, 800, 520
21.0, 25, 0.0, 800, 520
22.0, 12, 0.0, 800, 520
23.0, 400, 0.0, 800, 156
24.0, 200, 0.0, 800, 156
25.0, 100, 0.0, 800, 156
26.0, 50, 0.0, 800, 156
27.0, 25, 0.0, 800, 156
28.0, 12, 0.0, 800, 156
29.0, 400, 0.0, 800, 26
30.0, 600, 0.0, 800, 26
31.0, 700, 0.0, 800, 26
32.0, 650, 0.0, 800, 26
33.0, 675, 0.0, 800, 26
34.0, 687, 0.0, 800, 26
35.0, 800, 4.0, 400, 0
36.0, 800, 4.0, 600, 0
37.0, 800, 4.0, 700, 0
38.0, 800, 4.0, 750, 0
39.0, 800, 4.0, 775, 0
40.0, 800, 4.0, 762, 0
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 750, 0.0, 800, 1
45.0, 775, 0.0, 800, 1
46.0, 787, 0.0, 800, 1
