Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1641  2.2181    -9.0359 -2.4256
      1  -3.6013  1.4562    -7.1319 -2.3681
      2  -3.0054  1.3688    -6.8124 -2.3368
      3  -2.8322  1.4023    -6.8387 -2.3215
      4  -2.6191  1.1364    -5.2720 -2.3187
      5  -2.4773  0.8647    -2.8409 -2.3175
      6  -2.3937  0.6246    -2.5771 -2.3170
      7  -2.3506  0.4598    -2.5706 -2.3167
      8  -2.3340  0.3766    -2.5681 -2.3166
      9  -2.3191  0.2741    -2.5666 -2.3165
     10  -2.3112  0.1982    -2.5658 -2.3164
     11  -2.3071  0.1435    -2.5655 -2.3164
     12  -2.3049  0.1035    -2.5653 -2.3164
     13  -2.3038  0.0756    -2.5652 -2.3164
     14  -2.3033  0.0553    -2.5651 -2.3164
     15  -2.3029  0.0399    -2.5651 -2.3164
     16  -2.3028  0.0288    -2.5651 -2.3164
     17  -2.3027  0.0210    -2.5651 -2.3164
     18  -2.3026  0.0152    -2.5651 -2.3164
     19  -2.3026  0.0109    -2.5651 -2.3164
     20  -2.3028  0.0298    -2.5651 -2.3164
     21  -2.3038  0.0725    -2.5652 -2.3164
     22  -2.3032  0.0530    -2.5651 -2.3164
     23  -2.3029  0.0371    -2.5651 -2.3164
     24  -2.3033  0.0558    -2.5651 -2.3164
     25  -2.3030  0.0405    -2.5651 -2.3164
     26  -2.3047  0.0962    -2.5653 -2.3164
     27  -2.3136  0.2211    -2.5660 -2.3165
     28  -2.3085  0.1616    -2.5656 -2.3164
     29  -2.3057  0.1178    -2.5653 -2.3164
     30  -2.3042  0.0858    -2.5652 -2.3164
     31  -2.3125  0.2089    -2.5659 -2.3164
     32  -2.3078  0.1508    -2.5655 -2.3164
     33  -2.3053  0.1100    -2.5653 -2.3164
     34  -2.3040  0.0800    -2.5652 -2.3164
     35  -2.3034  0.0584    -2.5651 -2.3164
     36  -2.3030  0.0425    -2.5651 -2.3164
     37  -2.3028  0.0312    -2.5651 -2.3164
     38  -2.3027  0.0227    -2.5651 -2.3164
     39  -2.3026  0.0166    -2.5651 -2.3164
     40  -2.3026  0.0122    -2.5651 -2.3164
     41  -2.3026  0.0089    -2.5651 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0394  0.0414     0.0000  0.1276
      1   0.0499  0.0487     0.0000  0.1529
      2   0.0650  0.0559     0.0000  0.1719
      3   0.0757  0.0603     0.0000  0.1810
      4   0.0900  0.0589     0.0001  0.1849
      5   0.0996  0.0558     0.0005  0.1867
      6   0.1036  0.0534     0.0145  0.1873
      7   0.1096  0.0511     0.0238  0.1883
      8   0.1164  0.0500     0.0301  0.1902
      9   0.1207  0.0481     0.0369  0.1908
     10   0.1244  0.0464     0.0427  0.1914
     11   0.1278  0.0450     0.0479  0.1919
     12   0.1309  0.0437     0.0524  0.1924
     13   0.1338  0.0424     0.0568  0.1928
     14   0.1365  0.0413     0.0609  0.1932
     15   0.1390  0.0402     0.0647  0.1936
     16   0.1414  0.0392     0.0685  0.1940
     17   0.1436  0.0382     0.0719  0.1943
     18   0.1456  0.0373     0.0753  0.1946
     19   0.1475  0.0364     0.0783  0.1948
     20   0.1216  0.0384     0.0571  0.1843
     21   0.0947  0.0338     0.0414  0.1533
     22   0.0969  0.0336     0.0436  0.1552
     23   0.0970  0.0335     0.0439  0.1553
     24   0.0858  0.0302     0.0377  0.1370
     25   0.0877  0.0300     0.0400  0.1386
     26   0.0680  0.0240     0.0288  0.1074
     27   0.0519  0.0195     0.0190  0.0827
     28   0.0533  0.0192     0.0211  0.0838
     29   0.0546  0.0190     0.0224  0.0849
     30   0.0558  0.0188     0.0238  0.0859
     31   0.0429  0.0154     0.0158  0.0668
     32   0.0437  0.0152     0.0170  0.0673
     33   0.0447  0.0150     0.0183  0.0679
     34   0.0456  0.0149     0.0197  0.0684
     35   0.0464  0.0148     0.0210  0.0689
     36   0.0473  0.0147     0.0217  0.0698
     37   0.0481  0.0146     0.0225  0.0706
     38   0.0489  0.0145     0.0233  0.0714
     39   0.0497  0.0144     0.0241  0.0721
     40   0.0504  0.0144     0.0250  0.0728
     41   0.0512  0.0143     0.0260  0.0734

