trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1389 780.00  0.00 800.00  2.00  0
  1  679 380.00  0.00 800.00 52.00  1
  2  682 380.00  0.00 800.00 260.00  0
  3  626 350.00  0.00 800.00 104.00  0
  4  769 430.00  0.00 800.00 52.00  1
  5  626 330.00  0.00 800.00 156.00  0
  6  626 370.00  0.00 800.00 52.00  1
  7  626 360.00  0.00 800.00 52.00  1
  8  626 350.00  0.00 800.00 156.00  0
  9  626 360.00  0.00 800.00 52.00  1
 10  626 350.00  0.00 800.00 52.00  1
 11  626 370.00  0.00 800.00 156.00  1
 12  825 460.00  0.00 800.00 156.00  0
 13  788 440.00  0.00 800.00 104.00  0
 14  608 340.00  0.00 800.00 104.00  1
 15  752 420.00  0.00 800.00 104.00  0
 16  572 320.00  0.00 800.00 104.00  1
 17  770 430.00  0.00 800.00 104.00  1
 18  878 490.00  0.00 800.00 104.00  0
 19  734 410.00  0.00 800.00 104.00  0
 20  770 430.00  0.00 800.00 104.00  0
 21  536 300.00  0.00 800.00 104.00  1
 22  788 440.00  0.00 800.00 104.00  0
 23  788 420.00  0.00 800.00 52.00  1
 24  770 430.00  0.00 800.00 104.00  0
 25  554 310.00  0.00 800.00 104.00  1
 26  770 430.00  0.00 800.00 156.00  0
 27  770 410.00  0.00 800.00 52.00  1
 28  770 430.00  0.00 800.00 156.00  0
 29  770 450.00  0.00 800.00 52.00  1
 30  770 420.00  0.00 800.00 52.00  1
 31  770 450.00  0.00 800.00 156.00  0
 32  752 420.00  0.00 800.00 104.00  0
 33  770 420.00  0.00 800.00 52.00  0
 34  536 300.00  0.00 800.00 104.00  0
 35  554 310.00  0.00 800.00 104.00  1
 36  572 320.00  0.00 800.00 104.00  1
 37  536 300.00  0.00 800.00 104.00  1
 38  536 310.00  0.00 800.00 52.00  1
 39  536 320.00  0.00 800.00 52.00  1
 40  536 300.00  0.00 800.00 156.00  1
 41  842 470.00  0.00 800.00 104.00  1
