Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7516  2.9852    -8.8792 -0.1148
      1  -3.2038  2.9906    -8.7402 -0.0811
      2  -2.5570  2.8724    -8.4778 -0.0613
      3  -4.5702  2.6897    -8.9475 -0.4580
      4  -4.5836  2.6654    -8.9225 -0.4524
      5  -4.6047  2.6292    -8.8838 -0.4474
      6  -4.6288  2.5854    -8.8309 -0.4422
      7  -4.6545  2.5402    -8.7707 -0.4404
      8  -5.3682  2.1583    -8.8492 -1.3012
      9  -5.4704  2.0513    -8.8262 -1.6970
     10  -6.4407  1.8074    -9.0778 -2.9836
     11  -5.6223  1.6815    -8.3425 -2.3662
     12  -5.7096  1.5291    -8.2347 -3.1205
     13  -4.9912  1.4753    -7.2801 -2.3061
     14  -5.0161  1.3628    -7.0861 -2.7250
     15  -5.4527  1.1212    -7.2862 -3.9048
     16  -5.8534  1.0894    -7.6785 -4.5006
     17  -5.5915  0.9397    -7.0218 -4.3928
     18  -5.8352  0.8958    -7.2182 -4.8092
     19  -5.8598  0.7967    -7.1713 -4.8981

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0050  0.0141     0.0000  0.0272
      1   0.0080  0.0172     0.0000  0.0394
      2   0.0116  0.0198     0.0000  0.0491
      3   0.0011  0.0024     0.0000  0.0046
      4   0.0017  0.0030     0.0000  0.0056
      5   0.0027  0.0035     0.0000  0.0062
      6   0.0038  0.0036     0.0000  0.0065
      7   0.0049  0.0034     0.0000  0.0066
      8   0.0055  0.0032     0.0000  0.0067
      9   0.0062  0.0027     0.0000  0.0068
     10   0.0062  0.0027     0.0000  0.0068
     11   0.0060  0.0028     0.0000  0.0067
     12   0.0065  0.0023     0.0001  0.0068
     13   0.0063  0.0024     0.0000  0.0067
     14   0.0067  0.0019     0.0001  0.0067
     15   0.0068  0.0019     0.0001  0.0068
     16   0.0067  0.0019     0.0001  0.0068
     17   0.0068  0.0018     0.0001  0.0068
     18   0.0069  0.0018     0.0001  0.0068
     19   0.0070  0.0015     0.0003  0.0068

