Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1639  1.8592    -9.1704 -3.3830
      1  -4.5430  1.0110    -6.1042 -3.1314
      2  -3.6990  0.6872    -4.5505 -2.8448
      3  -4.0251  0.5050    -4.6780 -3.6967
      4  -3.8527  0.4167    -4.3228 -3.6609
      5  -3.7000  0.4060    -4.0979 -3.4962
      6  -3.7162  0.3013    -4.0856 -3.6907
      7  -3.6907  0.2216    -3.9527 -3.6906
      8  -3.7231  1.0622    -6.3662 -2.8961
      9  -3.6670  0.8403    -4.6906 -3.1469
     10  -3.6360  0.6595    -4.2037 -3.2774
     11  -3.5459  0.6521    -4.0562 -3.1973
     12  -3.4731  0.5637    -3.9277 -3.1761
     13  -3.4702  0.4395    -3.9134 -3.2787
     14  -3.4280  0.4385    -3.8197 -3.2090
     15  -3.4035  0.3352    -3.6999 -3.2156
     16  -3.4131  0.2588    -3.6935 -3.3215
     17  -3.4024  0.1991    -3.6786 -3.3281
     18  -3.3974  0.1551    -3.6759 -3.3367
     19  -3.4062  0.1189    -3.6763 -3.4125
     20  -3.4089  0.0928    -3.6763 -3.4159
     21  -3.4053  0.0743    -3.6732 -3.4158
     22  -3.4042  0.0619    -3.6722 -3.4160
     23  -3.4036  0.0537    -3.6715 -3.4161
     24  -3.3754  0.1154    -3.6697 -3.2412
     25  -3.3841  0.0955    -3.6702 -3.2834
     26  -3.3837  0.0893    -3.6698 -3.2843
     27  -3.3899  0.0762    -3.6702 -3.3364
     28  -3.3245  0.1440    -3.6655 -3.1730
     29  -3.3599  0.1196    -3.6685 -3.2071
     30  -3.3726  0.1030    -3.6693 -3.2355
     31  -3.3779  0.0935    -3.6696 -3.2545
     32  -3.3773  0.0915    -3.6693 -3.2532
     33  -3.3759  0.0913    -3.6690 -3.2492
     34  -3.3918  0.0680    -3.6699 -3.3626
     35  -3.3944  0.0625    -3.6701 -3.4054
     36  -3.3998  0.0498    -3.6704 -3.4133
     37  -3.3994  0.0498    -3.6702 -3.4130
     38  -3.4004  0.0467    -3.6702 -3.4141
     39  -3.3797  0.0847    -3.6690 -3.2659
     40  -3.3377  0.1211    -3.6658 -3.1856
     41  -3.2816  0.1385    -3.6589 -3.1615

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1017  0.0586     0.0069  0.1898
      2   0.1014  0.0585     0.0069  0.1897
      3   0.1048  0.0578     0.0084  0.1902
      4   0.1085  0.0564     0.0121  0.1907
      5   0.1093  0.0570     0.0111  0.1911
      6   0.1180  0.0537     0.0211  0.1921
      7   0.1249  0.0506     0.0306  0.1929
      8   0.0271  0.0224     0.0000  0.0668
      9   0.0309  0.0224     0.0001  0.0698
     10   0.0342  0.0223     0.0007  0.0728
     11   0.0342  0.0223     0.0009  0.0729
     12   0.0371  0.0234     0.0023  0.0776
     13   0.0403  0.0233     0.0055  0.0805
     14   0.0409  0.0240     0.0052  0.0824
     15   0.0432  0.0239     0.0078  0.0843
     16   0.0463  0.0238     0.0103  0.0871
     17   0.0482  0.0237     0.0126  0.0887
     18   0.0494  0.0235     0.0143  0.0895
     19   0.0520  0.0234     0.0164  0.0920
     20   0.0532  0.0232     0.0182  0.0930
     21   0.0550  0.0232     0.0201  0.0947
     22   0.0559  0.0230     0.0213  0.0953
     23   0.0567  0.0229     0.0221  0.0959
     24   0.0406  0.0158     0.0146  0.0662
     25   0.0417  0.0157     0.0157  0.0670
     26   0.0422  0.0156     0.0163  0.0673
     27   0.0431  0.0154     0.0174  0.0679
     28   0.0322  0.0113     0.0118  0.0490
     29   0.0334  0.0114     0.0134  0.0508
     30   0.0344  0.0114     0.0144  0.0517
     31   0.0350  0.0113     0.0149  0.0522
     32   0.0353  0.0112     0.0152  0.0524
     33   0.0359  0.0112     0.0156  0.0529
     34   0.0369  0.0113     0.0163  0.0540
     35   0.0373  0.0112     0.0169  0.0542
     36   0.0381  0.0112     0.0177  0.0548
     37   0.0386  0.0112     0.0184  0.0551
     38   0.0389  0.0111     0.0189  0.0552
     39   0.0343  0.0097     0.0159  0.0480
     40   0.0321  0.0093     0.0148  0.0457
     41   0.0318  0.0097     0.0145  0.0464

